"<HEADER software/>"
EwEVersion,"6.7.0.19005 (compiled 6/26/1943)"
Date,"11/20/2024 9:38:30 AM"
"<HEADER ecopath/>"
ModelName,"OSW high res model"
ModelSource,"C:\Users\holden.harris\Documents\Research\R03 OSW\NCEAS GEI-Wind\EwEE Strawman Model\OSW strawman.eweaccdb"
"<HEADER ecosim/>"
EcosimScenario,"sim01_test run"
TimeSeries,-
StartYear,2020
"<HEADER ecospace/>"
EcospaceScenario,sp02_+SIW
MapRows,60
MapCols,60
MapCellLength,0.5
MapCellSize,500
MapLatitude,0
MapLongitude,0
NoActiveCells,3600
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT,"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
ExternalDataConfigFile,"C:\Users\holden.harris\Documents\Research\R03 OSW\NCEAS GEI-Wind\EwEE Strawman Model\OSW strawman STconfig.xml"
"Layer 1 SIW","SIW grid"
"<HEADER extra/>"
Data,"Average biomass by group (t/km^2)"
Area,"Total area (km^2)"
Number_of_cells,3600
"<HEADER end/>"

TimeStep,"big fish","medium fish","small fish","mobile inverts","sessile epifauna",zooplankton,phytoplankton,macrolagae,detritus
16,0.4214946,2.21643,3.61765,8.667309,51.31583,74.69035,61.03819,263.6817,384.0246
17,0.4210602,2.211978,3.620092,8.665352,51.2982,74.66007,61.04854,263.6891,384.0396
18,0.4208205,2.207166,3.622345,8.663919,51.27978,74.63225,61.06064,263.696,384.0636
19,0.4206049,2.202065,3.624423,8.662997,51.26083,74.60707,61.07443,263.703,384.0974
20,0.4204003,2.196728,3.626284,8.6626,51.24153,74.58489,61.08949,263.7095,384.1398
21,0.4202029,2.191211,3.627952,8.662688,51.2223,74.5658,61.10556,263.7156,384.1889
22,0.4200116,2.185573,3.629416,8.663231,51.2034,74.55004,61.12236,263.721,384.245
23,0.4198265,2.179861,3.630682,8.664252,51.1851,74.53756,61.13988,263.7263,384.3056
24,0.4196455,2.174136,3.631763,8.66565,51.16757,74.52843,61.15767,263.731,384.3712
25,0.4194691,2.168429,3.632675,8.667473,51.15108,74.52275,61.17522,263.7348,384.4394
26,0.4192962,2.162788,3.633399,8.669662,51.13579,74.52032,61.19274,263.7383,384.5107
27,0.4191267,2.157251,3.633976,8.672184,51.12189,74.52116,61.20981,263.7416,384.5834
28,0.4189588,2.152508,3.634412,8.67502,51.10955,74.52503,61.2262,263.7444,384.6559
29,0.4187928,2.148062,3.634714,8.678107,51.09873,74.53168,61.24168,263.7467,384.7275
30,0.4186274,2.143797,3.634909,8.681371,51.08958,74.54103,61.25615,263.7488,384.7984
31,0.4184632,2.139706,3.635007,8.684774,51.08231,74.5529,61.26938,263.7503,384.8649
32,0.4183015,2.135786,3.635013,8.688311,51.07676,74.56692,61.28145,263.7513,384.9292
33,0.4181376,2.132056,3.634946,8.692003,51.07292,74.58264,61.29209,263.752,384.9889
34,0.4179747,2.128521,3.63484,8.69574,51.07088,74.59986,61.30112,263.7524,385.045
35,0.4178107,2.125194,3.634696,8.699563,51.07028,74.61846,61.30849,263.7527,385.0934
36,0.4176466,2.122093,3.634537,8.703443,51.07159,74.63802,61.31448,263.7524,385.1386
37,0.4174804,2.119205,3.634367,8.70741,51.07428,74.65807,61.3187,263.7518,385.1762
38,0.417314,2.116556,3.634196,8.711407,51.07847,74.67845,61.32151,263.7507,385.2079
39,0.4171459,2.114136,3.634063,8.715426,51.08382,74.69882,61.32262,263.7496,385.2333
40,0.4169757,2.111964,3.633946,8.719467,51.09028,74.71893,61.32218,263.748,385.2517
41,0.4168033,2.110028,3.633872,8.723521,51.09776,74.73858,61.32038,263.7463,385.2638
42,0.4166297,2.108331,3.633827,8.727558,51.10604,74.75724,61.31732,263.7443,385.2691
43,0.4164546,2.106871,3.633858,8.731565,51.11481,74.77477,61.31296,263.7425,385.2691
44,0.4162756,2.105649,3.633926,8.735515,51.12417,74.79131,61.30751,263.7404,385.2625
45,0.4160962,2.104665,3.63407,8.73939,51.13366,74.8065,61.30109,263.7379,385.2504
46,0.4159142,2.103906,3.634265,8.743192,51.1433,74.81973,61.29375,263.7354,385.2337
47,0.4157303,2.103368,3.634518,8.746861,51.15287,74.8316,61.28584,263.7327,385.212
48,0.4155433,2.103051,3.634848,8.750403,51.16234,74.84143,61.27736,263.7302,385.1855
49,0.4153567,2.102945,3.635218,8.753798,51.17126,74.84956,61.2684,263.727,385.1557
50,0.4151669,2.103043,3.635652,8.757007,51.17979,74.85579,61.2592,263.7239,385.1233
51,0.4149767,2.103336,3.636132,8.76002,51.18775,74.86037,61.24993,263.7209,385.088
52,0.4147849,2.103817,3.636664,8.762791,51.19484,74.86272,61.24057,263.7178,385.0512
53,0.414591,2.104475,3.63723,8.765347,51.20124,74.86332,61.23148,263.7147,385.0138
54,0.4143965,2.105298,3.63783,8.767632,51.20676,74.8623,61.22262,263.7119,384.9742
55,0.414201,2.106277,3.638456,8.769659,51.21132,74.85973,61.21431,263.7087,384.9356
56,0.4140053,2.107398,3.639107,8.77139,51.21493,74.85548,61.20625,263.7056,384.8972
57,0.413808,2.10866,3.639761,8.772842,51.21748,74.84979,61.19887,263.7024,384.8599
58,0.4136117,2.110042,3.640416,8.773999,51.21916,74.84305,61.1922,263.6993,384.8239
59,0.4134148,2.11153,3.641081,8.774831,51.21965,74.83507,61.18616,263.696,384.7898
60,0.413217,2.113121,3.641729,8.775385,51.21943,74.82617,61.18106,263.6931,384.7578
61,0.41302,2.114796,3.642359,8.775618,51.21818,74.81665,61.17662,263.6901,384.7295
62,0.4128238,2.116538,3.642963,8.775536,51.21616,74.80633,61.1731,263.6871,384.7033
63,0.412628,2.118346,3.643536,8.775169,51.2133,74.79566,61.17033,263.6845,384.6804
64,0.4124328,2.1202,3.644073,8.774497,51.20967,74.78493,61.16857,263.682,384.6606
65,0.4122385,2.122092,3.644569,8.773569,51.20551,74.77399,61.16768,263.6798,384.6446
66,0.412047,2.124,3.64503,8.772369,51.20072,74.7633,61.16753,263.6777,384.6324
67,0.4118552,2.125925,3.645431,8.770912,51.1954,74.75261,61.16803,263.6758,384.6227
68,0.4116653,2.127839,3.645801,8.769199,51.1898,74.74243,61.16948,263.674,384.6165
69,0.4114773,2.129744,3.6461,8.767323,51.1841,74.73281,61.17155,263.6723,384.6152
70,0.4112902,2.131616,3.646356,8.765215,51.1781,74.72392,61.17412,263.6708,384.6165
71,0.4111067,2.133464,3.646553,8.762959,51.1719,74.71564,61.17726,263.6697,384.6209
72,0.4109243,2.134702,3.646708,8.760555,51.16587,74.70812,61.18091,263.6686,384.628
73,0.4107448,2.135814,3.646809,8.758042,51.16008,74.70181,61.1851,263.6677,384.6376
74,0.4105654,2.136881,3.646864,8.755534,51.15435,74.69621,61.18957,263.6671,384.6504
75,0.4103896,2.137908,3.646871,8.753004,51.14898,74.69166,61.19415,263.6666,384.6652
76,0.4102147,2.138903,3.646835,8.750488,51.14393,74.68807,61.1989,263.6664,384.6813
77,0.4100431,2.139855,3.646761,8.748025,51.13939,74.68541,61.20383,263.6664,384.6981
78,0.4098728,2.140769,3.646653,8.745608,51.13507,74.68385,61.20881,263.6664,384.7168
79,0.4097058,2.14164,3.646513,8.743254,51.13147,74.68336,61.21365,263.6668,384.7368
80,0.4095396,2.142458,3.64635,8.740977,51.12841,74.68373,61.21828,263.6671,384.7575
81,0.4093772,2.143231,3.646167,8.738803,51.12576,74.68487,61.22303,263.6677,384.7773
82,0.4092157,2.143953,3.645965,8.736714,51.12373,74.68694,61.22718,263.6685,384.7977
83,0.4090573,2.144619,3.64576,8.734732,51.12233,74.68983,61.23117,263.6693,384.8171
84,0.408902,2.145239,3.645549,8.732868,51.12134,74.69331,61.23487,263.6702,384.8365
85,0.4087478,2.145802,3.645326,8.731115,51.12114,74.69747,61.23811,263.6713,384.8556
86,0.4085959,2.146306,3.645109,8.729452,51.12141,74.70195,61.24096,263.6725,384.8723
87,0.4084468,2.14676,3.644918,8.727932,51.12224,74.70708,61.2435,263.6737,384.8883
88,0.4082998,2.147164,3.644732,8.726508,51.12354,74.71238,61.24545,263.675,384.9019
89,0.4081549,2.147507,3.644567,8.72521,51.12534,74.71784,61.24707,263.6761,384.9147
90,0.4080136,2.147938,3.644424,8.724025,51.12756,74.72362,61.24813,263.6776,384.9263
91,0.4078728,2.148321,3.644299,8.722962,51.13017,74.72933,61.24875,263.679,384.9355
92,0.407735,2.148631,3.64421,8.721988,51.13306,74.73499,61.24896,263.6803,384.943
93,0.4075997,2.148865,3.644147,8.72111,51.13629,74.74039,61.24876,263.6816,384.9489
94,0.4074665,2.149019,3.644128,8.720339,51.13975,74.74586,61.2482,263.6829,384.9525
95,0.4073353,2.149101,3.644135,8.719663,51.14343,74.75078,61.24716,263.6845,384.9543
96,0.4072059,2.14911,3.644187,8.719104,51.1472,74.75555,61.24588,263.6859,384.9545
97,0.40708,2.149052,3.644264,8.718618,51.15106,74.75985,61.24436,263.6875,384.953
98,0.4069535,2.148935,3.644383,8.718267,51.15492,74.76379,61.24257,263.6891,384.9498
99,0.4068301,2.148814,3.644537,8.717988,51.15876,74.76717,61.24036,263.6905,384.9456
100,0.4067083,2.148668,3.644729,8.717809,51.16258,74.76994,61.2382,263.6918,384.9398
101,0.4065885,2.148481,3.644953,8.717697,51.16629,74.77229,61.23579,263.6931,384.9332
102,0.4064697,2.148273,3.645204,8.71768,51.16982,74.77405,61.23336,263.6946,384.926
103,0.4063529,2.148036,3.645488,8.717688,51.17308,74.77518,61.23084,263.6958,384.9171
104,0.4062372,2.147775,3.645805,8.71781,51.17613,74.77587,61.22832,263.6969,384.9087
105,0.4061239,2.14749,3.646138,8.717957,51.17907,74.77602,61.22601,263.6981,384.8999
106,0.4060119,2.14719,3.646494,8.718155,51.18157,74.77559,61.2236,263.6992,384.8898
107,0.4059005,2.146863,3.646875,8.718393,51.18371,74.77477,61.22125,263.7002,384.88
108,0.4057913,2.146529,3.647271,8.718672,51.18549,74.77351,61.21902,263.7013,384.8704
109,0.4056823,2.146176,3.647675,8.718989,51.18698,74.77184,61.21715,263.7021,384.8611
110,0.4055756,2.145807,3.648091,8.719328,51.18831,74.76971,61.21547,263.703,384.8516
111,0.4054683,2.145432,3.648509,8.719659,51.18908,74.7672,61.21392,263.7037,384.8431
112,0.4053656,2.145055,3.648924,8.720048,51.18969,74.76443,61.21252,263.7046,384.8349
113,0.4052608,2.14467,3.649351,8.720412,51.18992,74.76145,61.21138,263.7054,384.8276
114,0.4051596,2.14428,3.649775,8.720804,51.18977,74.75845,61.21043,263.7059,384.821
115,0.4050568,2.143887,3.65018,8.721177,51.18932,74.75516,61.20981,263.7066,384.8158
116,0.404956,2.143496,3.650584,8.72156,51.18866,74.75191,61.2094,263.707,384.8112
117,0.404857,2.143105,3.65098,8.721934,51.18763,74.7486,61.2094,263.7075,384.8076
118,0.4047576,2.142715,3.651361,8.722296,51.18645,74.74538,61.20951,263.7079,384.8055
119,0.4046596,2.142336,3.65171,8.722649,51.18511,74.7421,61.20985,263.7082,384.8044
120,0.4045622,2.141956,3.652058,8.722994,51.18355,74.73911,61.21044,263.7084,384.8038
121,0.4045982,2.141838,3.653758,8.71842,51.21491,74.70392,61.20382,265.1696,384.8333
122,0.4047127,2.141643,3.657287,8.712593,51.25193,74.68416,61.20345,266.9048,384.9575
123,0.4046577,2.141806,3.663225,8.717573,51.29751,74.66672,61.20608,268.4834,385.182
124,0.4045209,2.1422,3.671322,8.737393,51.35298,74.65082,61.21046,269.7779,385.4451
125,0.4043692,2.142657,3.68123,8.771111,51.4169,74.63631,61.21606,270.7887,385.6966
126,0.4041921,2.14319,3.6925,8.815942,51.48632,74.62317,61.22234,271.5579,385.9141
127,0.4040379,2.143841,3.704714,8.868604,51.55772,74.61079,61.22917,272.1378,386.0933
128,0.4038756,2.144646,3.717439,8.926064,51.62807,74.59882,61.23625,272.5726,386.2407
129,0.4037067,2.145683,3.730358,8.985663,51.6945,74.58712,61.24356,272.8988,386.3622
130,0.4036055,2.147025,3.743203,9.045187,51.75477,74.57591,61.25136,273.1439,386.4631
131,0.4035106,2.148965,3.75576,9.102807,51.80714,74.56451,61.25927,273.3282,386.5479
132,0.4034193,2.151484,3.767844,9.157155,51.85082,74.55356,61.26772,273.4666,386.623
133,0.403328,2.154624,3.779332,9.207121,51.8849,74.54282,61.27639,273.5685,386.6871
134,0.4032415,2.158435,3.790116,9.251997,51.90974,74.53259,61.28561,273.6445,386.7458
135,0.4031587,2.162951,3.800135,9.291355,51.9257,74.52282,61.29521,273.6997,386.7999
136,0.4030786,2.168195,3.808904,9.324973,51.93362,74.51411,61.30528,273.7401,386.8493
137,0.4030026,2.174455,3.816745,9.352832,51.93445,74.5065,61.31561,273.7688,386.8968
138,0.402932,2.18153,3.823767,9.375099,51.92938,74.49995,61.32638,273.7888,386.9434
139,0.4028653,2.189321,3.830007,9.392044,51.91987,74.49475,61.33742,273.8018,386.9889
140,0.4028017,2.197731,3.835481,9.404059,51.90722,74.49122,61.34854,273.8097,387.0336
141,0.4027444,2.206676,3.840223,9.411559,51.89276,74.48923,61.3596,273.8145,387.0791
142,0.4026916,2.216059,3.844273,9.415055,51.87741,74.48921,61.37069,273.8163,387.1238
143,0.4026427,2.225776,3.847662,9.415009,51.8621,74.49079,61.38151,273.8167,387.1679
144,0.4025999,2.235714,3.850441,9.411947,51.84765,74.49395,61.39189,273.8167,387.2124
145,0.4025617,2.245788,3.852223,9.406297,51.83492,74.49886,61.40184,273.8164,387.2565
146,0.4025311,2.255867,3.853505,9.398477,51.82423,74.50542,61.41117,273.8159,387.2995
147,0.4025054,2.265872,3.854448,9.388917,51.81597,74.51322,61.4198,273.8166,387.3417
148,0.4024849,2.275679,3.855093,9.377986,51.81045,74.52224,61.42762,273.8175,387.3813
149,0.4024712,2.285219,3.855504,9.366061,51.80759,74.53255,61.43442,273.8194,387.4198
150,0.4024637,2.294407,3.855725,9.353373,51.80766,74.54365,61.44043,273.822,387.4554
151,0.4024641,2.303158,3.855765,9.340179,51.81029,74.55563,61.44534,273.8258,387.4892
152,0.4024707,2.310994,3.855689,9.326728,51.81562,74.5677,61.44928,273.8309,387.5191
153,0.4024845,2.318184,3.855506,9.313256,51.82332,74.58038,61.4522,273.8364,387.5458
154,0.4025054,2.324762,3.855262,9.299901,51.83316,74.59276,61.45391,273.8431,387.5686
155,0.4025331,2.330726,3.854986,9.286864,51.84472,74.60503,61.45482,273.8507,387.5885
156,0.4025688,2.33607,3.854692,9.274274,51.85777,74.61694,61.4547,273.8589,387.6036
157,0.4026404,2.340761,3.854396,9.262192,51.87233,74.6283,61.45369,273.8681,387.6155
158,0.4027302,2.344791,3.85414,9.250783,51.88778,74.63897,61.45187,273.878,387.6238
159,0.4028335,2.347755,3.853915,9.240023,51.90384,74.64861,61.44931,273.8884,387.6279
160,0.4029499,2.350016,3.853748,9.230056,51.92042,74.6573,61.44601,273.8991,387.6288
161,0.4030778,2.351711,3.853651,9.220932,51.93695,74.66472,61.44217,273.9101,387.6262
162,0.4032169,2.352901,3.853595,9.212705,51.95356,74.67106,61.43795,273.9212,387.6201
163,0.4033664,2.3534,3.853631,9.205383,51.96995,74.67602,61.4332,273.9326,387.6124
164,0.4035257,2.353539,3.853735,9.198964,51.98567,74.67977,61.42839,273.9441,387.6016
165,0.4036954,2.353403,3.853902,9.193437,52.00082,74.68208,61.42338,273.9552,387.5887
166,0.4038728,2.353013,3.854161,9.188769,52.01494,74.68317,61.41826,273.9662,387.5739
167,0.4040585,2.352111,3.854486,9.184885,52.02816,74.68282,61.41332,273.9775,387.5577
168,0.404253,2.35083,3.854875,9.181772,52.04013,74.68147,61.40831,273.9879,387.5416
169,0.4044538,2.349208,3.855326,9.179374,52.05099,74.67898,61.40389,273.9976,387.5245
170,0.4046605,2.347299,3.855818,9.177637,52.06065,74.67504,61.39951,274.0069,387.5084
171,0.4048742,2.34511,3.85637,9.176572,52.06889,74.67055,61.39554,274.0163,387.4914
172,0.4050923,2.34236,3.856953,9.176031,52.07589,74.66492,61.39213,274.0249,387.4758
173,0.405314,2.339287,3.857574,9.175964,52.08149,74.65858,61.38921,274.0333,387.4608
174,0.4055399,2.335972,3.858204,9.176319,52.08573,74.65166,61.38681,274.0411,387.4467
175,0.4057678,2.332473,3.858834,9.177084,52.08881,74.64443,61.38487,274.0483,387.4353
176,0.405997,2.328851,3.859487,9.17822,52.09062,74.63673,61.38363,274.0547,387.4251
177,0.4062285,2.325118,3.860106,9.17968,52.09132,74.62865,61.38299,274.0608,387.4168
178,0.4064601,2.321313,3.860725,9.181478,52.09101,74.62083,61.38288,274.0663,387.4103
179,0.4066896,2.317477,3.861308,9.183539,52.08955,74.61282,61.38335,274.071,387.4063
180,0.4069201,2.313633,3.861864,9.185845,52.08733,74.60501,61.38453,274.0757,387.4045
181,0.4070533,2.309811,3.862378,9.188351,52.08426,74.59764,61.38602,274.0795,387.4048
182,0.407176,2.306025,3.862841,9.191068,52.08041,74.59053,61.3881,274.0828,387.4072
183,0.4072975,2.302307,3.863251,9.193919,52.07606,74.58413,61.39064,274.0855,387.4114
184,0.4074169,2.29868,3.863617,9.196889,52.07113,74.57813,61.39356,274.0877,387.418
185,0.4075354,2.295559,3.863915,9.199976,52.06594,74.57269,61.39683,274.0896,387.426
186,0.4076524,2.292644,3.864163,9.203098,52.0602,74.56826,61.40036,274.0906,387.4362
187,0.4077665,2.289864,3.864348,9.206231,52.05444,74.56448,61.4041,274.0915,387.4469
188,0.4078801,2.287191,3.86447,9.209365,52.04857,74.5615,61.40811,274.0919,387.4604
189,0.4079916,2.284637,3.864532,9.212455,52.04256,74.55936,61.41209,274.0918,387.4745
190,0.4081002,2.282209,3.86453,9.21553,52.03686,74.55797,61.41617,274.0914,387.4901
191,0.4082082,2.279908,3.864475,9.218533,52.03116,74.5575,61.42021,274.0906,387.5043
192,0.4083122,2.277742,3.864372,9.221468,52.02581,74.55784,61.42414,274.0897,387.5202
193,0.4084145,2.275715,3.864204,9.224356,52.02072,74.55896,61.42796,274.0883,387.5358
194,0.4085151,2.273823,3.864004,9.227199,52.016,74.5608,61.43161,274.087,387.5517
195,0.4086122,2.272079,3.863742,9.229966,52.01158,74.56341,61.43502,274.0854,387.567
196,0.4087061,2.270478,3.863459,9.232706,52.00768,74.56638,61.43817,274.0835,387.5821
197,0.4087982,2.269457,3.863138,9.235343,52.00423,74.57002,61.44091,274.0811,387.5962
198,0.4088864,2.268611,3.862785,9.2379,52.0013,74.57417,61.44335,274.0789,387.6088
199,0.4089718,2.267871,3.862405,9.240367,51.99887,74.57887,61.44543,274.0769,387.621
200,0.4090557,2.26721,3.862009,9.242706,51.99697,74.58379,61.44714,274.0744,387.6318
201,0.4091361,2.266626,3.861594,9.244975,51.9954,74.58894,61.44837,274.0719,387.6415
202,0.409214,2.266116,3.861186,9.247135,51.99444,74.59419,61.44921,274.0695,387.6491
203,0.409289,2.265689,3.86076,9.249198,51.99389,74.59969,61.44973,274.0668,387.6555
204,0.4093606,2.265335,3.860331,9.251173,51.99377,74.60509,61.4498,274.0645,387.66
205,0.4094301,2.265051,3.859926,9.253095,51.99413,74.61052,61.44952,274.0616,387.6624
206,0.4094968,2.264845,3.859517,9.254933,51.99471,74.61578,61.44885,274.0589,387.6642
207,0.4095598,2.264704,3.859119,9.256701,51.99558,74.62084,61.44784,274.0562,387.6641
208,0.4096214,2.264632,3.858745,9.258401,51.99672,74.62563,61.44639,274.0538,387.6624
209,0.409679,2.264624,3.858379,9.260058,51.99804,74.63,61.44485,274.0512,387.659
210,0.4097355,2.264676,3.858036,9.261623,51.99972,74.63409,61.44284,274.0486,387.654
211,0.4097882,2.264791,3.857718,9.263158,52.0013,74.63776,61.44072,274.0462,387.6478
212,0.4098373,2.264966,3.857413,9.264594,52.00306,74.641,61.43835,274.0437,387.6399
213,0.4098858,2.265196,3.857144,9.265987,52.00502,74.6437,61.43596,274.0413,387.6321
214,0.4099321,2.265477,3.856894,9.267327,52.00665,74.64596,61.43324,274.0392,387.6225
215,0.4099739,2.265806,3.85666,9.268578,52.00829,74.64774,61.43057,274.0368,387.6128
216,0.4100155,2.266188,3.856454,9.269801,52.00993,74.649,61.42783,274.0347,387.6016
217,0.4100533,2.266614,3.856284,9.270892,52.01143,74.64976,61.42521,274.0326,387.5901
218,0.4100899,2.267078,3.85612,9.27195,52.0128,74.65014,61.42245,274.0304,387.5789
219,0.410124,2.267589,3.855981,9.272916,52.01381,74.6499,61.41975,274.0284,387.5666
220,0.4101568,2.268132,3.855853,9.273808,52.01482,74.64928,61.4173,274.0264,387.555
221,0.4101877,2.268714,3.855749,9.274609,52.01553,74.64824,61.41498,274.0248,387.5435
222,0.4102165,2.269327,3.855664,9.275333,52.01604,74.64675,61.41268,274.0231,387.5318
223,0.4102429,2.269969,3.855585,9.275964,52.01619,74.64502,61.4107,274.0212,387.5202
224,0.410269,2.270636,3.855518,9.276495,52.01621,74.64298,61.40877,274.0194,387.5098
225,0.4102932,2.271323,3.855465,9.276942,52.01607,74.64077,61.40703,274.0181,387.5001
226,0.4103161,2.272035,3.855416,9.277295,52.01564,74.63824,61.40566,274.0164,387.4914
227,0.410338,2.272765,3.855372,9.277564,52.01485,74.6354,61.40451,274.0149,387.4828
228,0.4103588,2.273513,3.855337,9.277725,52.01399,74.63263,61.40348,274.0137,387.4754
229,0.4103776,2.274272,3.855293,9.277795,52.01288,74.62979,61.40276,274.012,387.4687
230,0.4103959,2.275044,3.855252,9.277768,52.01174,74.62695,61.40224,274.0108,387.4629
231,0.4104141,2.275818,3.855203,9.277651,52.01035,74.62402,61.40202,274.0098,387.4587
232,0.4104314,2.276603,3.855155,9.277436,52.00891,74.62133,61.40195,274.0086,387.4551
233,0.4104472,2.27739,3.855101,9.277143,52.00735,74.61857,61.40213,274.0077,387.4525
234,0.4104624,2.278173,3.855045,9.276785,52.00568,74.61604,61.40247,274.0067,387.4505
235,0.4104779,2.27896,3.854977,9.27631,52.00396,74.61356,61.40295,274.006,387.4498
236,0.4104926,2.279738,3.854903,9.275783,52.00223,74.61131,61.40356,274.0053,387.4499
237,0.4105062,2.280513,3.85482,9.275177,52.00039,74.60932,61.40431,274.0045,387.451
238,0.4105204,2.281281,3.854732,9.274471,51.99874,74.60772,61.40524,274.004,387.4527
239,0.4105346,2.282035,3.854631,9.273768,51.99714,74.60609,61.40631,274.0034,387.4555
240,0.4105482,2.282777,3.854526,9.272979,51.99569,74.60471,61.40749,274.003,387.4579
