"<HEADER software/>"
EwEVersion,"6.7.0.19005 (compiled 6/26/1943)"
Date,"11/20/2024 9:38:30 AM"
"<HEADER ecopath/>"
ModelName,"OSW high res model"
ModelSource,"C:\Users\holden.harris\Documents\Research\R03 OSW\NCEAS GEI-Wind\EwEE Strawman Model\OSW strawman.eweaccdb"
"<HEADER ecosim/>"
EcosimScenario,"sim01_test run"
TimeSeries,-
StartYear,2020
"<HEADER ecospace/>"
EcospaceScenario,sp02_+SIW
MapRows,60
MapCols,60
MapCellLength,0.5
MapCellSize,500
MapLatitude,0
MapLongitude,0
NoActiveCells,3600
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT,"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
ExternalDataConfigFile,"C:\Users\holden.harris\Documents\Research\R03 OSW\NCEAS GEI-Wind\EwEE Strawman Model\OSW strawman STconfig.xml"
"Layer 1 SIW","SIW grid"
"<HEADER extra/>"
Data,"Average regional consumption by pred, prey (t/km^2)"
Area,"Region 1"
Number_of_cells,56
"<HEADER end/>"

TimeStep,"big fish|medium fish","big fish|small fish","big fish|mobile inverts","medium fish|mobile inverts","medium fish|sessile epifauna","small fish|zooplankton","small fish|phytoplankton","small fish|macrolagae","mobile inverts|sessile epifauna","mobile inverts|macrolagae","mobile inverts|detritus","sessile epifauna|zooplankton","sessile epifauna|phytoplankton",zooplankton|phytoplankton
19,0.837072,0.7868887,0.1845237,18.05289,2.22967,27.48879,4.769122,12.05561,72.30158,65.75017,40.73922,233.439,239.0024,4483.357
20,0.8374903,0.7858294,0.1836656,18.04136,2.231475,27.49939,4.774958,12.06103,72.26871,65.7289,40.7034,233.31,239.0406,4482.758
21,0.8374143,0.7847982,0.1828589,18.03044,2.232878,27.50964,4.780865,12.06635,72.23607,65.70979,40.67315,233.1728,239.079,4482.2
22,0.8368064,0.7837939,0.1821044,18.02003,2.233881,27.51958,4.78679,12.07153,72.20403,65.69282,40.64834,233.0297,239.1173,4481.688
23,0.8356861,0.7828175,0.1814035,18.01009,2.234495,27.52924,4.792686,12.07655,72.17297,65.67797,40.62881,232.8832,239.1555,4481.228
24,0.8341319,0.7818704,0.1807568,18.00079,2.23476,27.53866,4.798502,12.08139,72.14325,65.66521,40.61436,232.7355,239.1931,4480.824
25,0.8321733,0.7809525,0.1801643,17.99211,2.234688,27.54785,4.804196,12.08602,72.11516,65.6545,40.60472,232.5888,239.2299,4480.478
26,0.8299393,0.7800652,0.1796258,17.9843,2.234348,27.55684,4.809723,12.09042,72.08897,65.64577,40.59962,232.4451,239.2657,4480.193
27,0.8274895,0.7792086,0.1791404,17.9774,2.233776,27.56568,4.815042,12.09458,72.06493,65.63895,40.59874,232.3065,239.3001,4479.971
28,0.8248536,0.7783822,0.1787066,17.97136,2.232996,27.57436,4.820119,12.09848,72.04321,65.63395,40.60175,232.1746,239.3329,4479.811
29,0.8223376,0.7775846,0.178323,17.96735,2.232172,27.58293,4.824924,12.10211,72.02399,65.63068,40.60831,232.0511,239.3639,4479.714
30,0.81976,0.7768044,0.1779843,17.96446,2.231236,27.59139,4.829426,12.10547,72.00737,65.62901,40.618,231.9374,239.3928,4479.678
31,0.8170968,0.7760434,0.1776886,17.96238,2.230185,27.59976,4.833604,12.10855,71.99335,65.62878,40.63039,231.8345,239.4195,4479.701
32,0.8143559,0.7753014,0.1774338,17.96094,2.229034,27.60806,4.83744,12.11134,71.98202,65.62988,40.6451,231.7436,239.4437,4479.78
33,0.8115439,0.7745793,0.1772178,17.96002,2.227791,27.61629,4.840919,12.11387,71.9734,65.63219,40.66178,231.6654,239.4654,4479.913
34,0.8086771,0.7738786,0.1770385,17.95953,2.226471,27.62447,4.844036,12.11611,71.9675,65.63558,40.68012,231.6006,239.4844,4480.093
35,0.8057588,0.7732009,0.1768941,17.95934,2.225085,27.6326,4.846786,12.1181,71.96434,65.63999,40.69983,231.5493,239.5007,4480.317
36,0.8028039,0.7725482,0.176783,17.95941,2.223646,27.64069,4.84917,12.11983,71.96389,65.64531,40.72065,231.5119,239.5142,4480.581
37,0.7998348,0.7719226,0.1767034,17.95972,2.222168,27.64874,4.851193,12.12132,71.9661,65.65145,40.74234,231.4883,239.5249,4480.877
38,0.7968704,0.7713262,0.1766535,17.96026,2.220668,27.65673,4.852864,12.12257,71.97089,65.65833,40.76468,231.4781,239.5328,4481.202
39,0.7939233,0.770761,0.1766212,17.96036,2.219155,27.66467,4.854198,12.12362,71.97773,65.66561,40.78646,231.4809,239.5379,4481.55
40,0.791015,0.7702286,0.1766152,17.96077,2.217647,27.67256,4.855208,12.12447,71.98697,65.67351,40.80855,231.4962,239.5403,4481.914
41,0.788161,0.7697307,0.176634,17.96151,2.216155,27.68036,4.855917,12.12514,71.99846,65.68194,40.83081,231.5231,239.5402,4482.287
42,0.7853743,0.7692687,0.1766755,17.96258,2.214689,27.6881,4.856346,12.12565,72.01202,65.69086,40.85308,231.5608,239.5375,4482.667
43,0.7826627,0.768844,0.1767378,17.96397,2.213253,27.69573,4.856519,12.12601,72.02747,65.70021,40.87527,231.6082,239.5323,4483.043
44,0.7800366,0.7684574,0.1768192,17.96571,2.211856,27.70325,4.856463,12.12625,72.04458,65.70992,40.89724,231.664,239.5249,4483.417
45,0.7774981,0.7681018,0.1769153,17.96781,2.210501,27.71063,4.856204,12.12638,72.06312,65.71995,40.91893,231.7272,239.5152,4483.777
46,0.7750577,0.7677806,0.1770252,17.97026,2.209195,27.71787,4.85577,12.12643,72.08286,65.73021,40.94024,231.7965,239.5035,4484.122
47,0.7727255,0.7674989,0.1771483,17.97308,2.207939,27.72495,4.855192,12.1264,72.10352,65.74068,40.96111,231.8704,239.4899,4484.448
48,0.7705072,0.7672569,0.1772827,17.97625,2.206737,27.73184,4.854496,12.12632,72.12487,65.75127,40.98145,231.9476,239.4746,4484.75
49,0.7684066,0.7670542,0.1774265,17.97977,2.20559,27.73853,4.853713,12.12621,72.14662,65.76195,41.00123,232.027,239.4579,4485.026
50,0.766427,0.7668906,0.1775778,17.98362,2.204499,27.74499,4.852867,12.12607,72.16854,65.77265,41.02038,232.107,239.4397,4485.271
51,0.7645679,0.7667618,0.1777339,17.98778,2.203465,27.75121,4.851987,12.12592,72.19036,65.78331,41.03885,232.1865,239.4205,4485.486
52,0.7628285,0.7666648,0.1778919,17.99223,2.202487,27.75716,4.851098,12.12577,72.21185,65.79388,41.05659,232.2642,239.4003,4485.667
53,0.7612153,0.766603,0.1780517,17.99692,2.201567,27.76285,4.850223,12.12563,72.23276,65.80431,41.07357,232.3392,239.3795,4485.813
54,0.7597287,0.766575,0.1782114,18.00184,2.200703,27.76824,4.849382,12.12553,72.25286,65.81452,41.08973,232.4103,239.3582,4485.926
55,0.7583689,0.7665787,0.1783694,18.00694,2.199896,27.77333,4.848597,12.12545,72.27198,65.82448,41.10505,232.4766,239.3367,4486.004
56,0.7571354,0.7666121,0.1785233,18.01213,2.199145,27.77811,4.847883,12.12541,72.28988,65.83411,41.11942,232.5374,239.3152,4486.047
57,0.7560279,0.7666726,0.1786695,18.01723,2.19845,27.78256,4.847255,12.12542,72.30627,65.84331,41.13256,232.5918,239.2939,4486.057
58,0.75504,0.7667523,0.1788078,18.02241,2.197813,27.78668,4.846726,12.12547,72.32121,65.85209,41.14478,232.6394,239.2729,4486.035
59,0.7541714,0.7668428,0.1789348,18.02764,2.197232,27.79046,4.846306,12.12558,72.33455,65.86043,41.15607,232.6797,239.2527,4485.983
60,0.7534251,0.7669511,0.1790524,18.03285,2.196708,27.79391,4.846002,12.12574,72.34618,65.86827,41.16638,232.7124,239.2332,4485.903
61,0.7527907,0.7670671,0.179157,18.03801,2.19624,27.79702,4.845819,12.12595,72.35604,65.87557,41.17569,232.7374,239.2146,4485.798
62,0.7522748,0.7671947,0.1792499,18.04305,2.19583,27.7998,4.84576,12.12622,72.36407,65.88229,41.18398,232.7545,239.1972,4485.669
63,0.7518721,0.7673282,0.1793291,18.04795,2.195476,27.80226,4.845825,12.12653,72.37024,65.88841,41.1912,232.7638,239.181,4485.522
64,0.7515842,0.7674686,0.1793953,18.05265,2.195179,27.80438,4.846012,12.12689,72.37455,65.89388,41.19738,232.7655,239.1661,4485.357
65,0.751408,0.767612,0.1794477,18.05713,2.194941,27.8062,4.846317,12.1273,72.37701,65.8987,41.2025,232.7598,239.1528,4485.179
66,0.7513399,0.7677554,0.1794857,18.06135,2.19476,27.80772,4.846735,12.12774,72.37765,65.90282,41.20653,232.7471,239.1409,4484.991
67,0.7513762,0.767895,0.179509,18.06529,2.194638,27.80896,4.847259,12.12822,72.37655,65.90626,41.20948,232.728,239.1307,4484.794
68,0.7515129,0.7680274,0.179517,18.06891,2.194575,27.80992,4.847878,12.12872,72.37378,65.90897,41.21137,232.7029,239.1221,4484.595
69,0.751729,0.7681491,0.1795097,18.07211,2.194565,27.81064,4.848586,12.12925,72.36941,65.91097,41.21218,232.6725,239.1152,4484.394
70,0.7520189,0.7682571,0.179487,18.07489,2.194607,27.81112,4.849369,12.12979,72.36359,65.91225,41.21194,232.6374,239.1099,4484.195
71,0.7523943,0.7683483,0.1794489,18.0773,2.194709,27.8114,4.850216,12.13035,72.35642,65.91282,41.21067,232.5983,239.1062,4484.001
72,0.7528493,0.7684196,0.1793955,18.07935,2.194871,27.81149,4.851117,12.13091,72.34805,65.9127,41.20838,232.556,239.1043,4483.815
73,0.7531738,0.768468,0.179327,18.07997,2.194978,27.81141,4.852056,12.13147,72.33861,65.91189,41.20512,232.5113,239.1038,4483.638
74,0.7535175,0.7684976,0.1792461,18.07998,2.195111,27.8112,4.853023,12.13202,72.32832,65.91045,41.20099,232.4648,239.105,4483.473
75,0.753906,0.7685074,0.1791539,18.07959,2.195284,27.81086,4.854005,12.13256,72.31739,65.90849,41.19613,232.4175,239.1075,4483.322
76,0.7543421,0.7684956,0.1790515,18.0789,2.195503,27.81044,4.854989,12.13308,72.30598,65.90601,41.19059,232.3699,239.1114,4483.186
77,0.7548238,0.7684602,0.1789396,18.07796,2.195769,27.80993,4.855963,12.13358,72.29427,65.90309,41.18447,232.3228,239.1165,4483.066
78,0.755347,0.7683987,0.1788187,18.07682,2.196083,27.80939,4.856917,12.13406,72.28241,65.89977,41.17781,232.2769,239.1227,4482.964
79,0.755908,0.76831,0.1786894,18.07551,2.196445,27.80881,4.857839,12.13451,72.27053,65.89608,41.17066,232.2327,239.1299,4482.88
80,0.7565033,0.7681933,0.1785524,18.07409,2.196855,27.80823,4.85872,12.13493,72.25876,65.89209,41.16307,232.1908,239.138,4482.814
81,0.7571281,0.7680472,0.1784083,18.07257,2.197313,27.80766,4.859553,12.13531,72.24723,65.88781,41.15509,232.1518,239.1467,4482.768
82,0.7577783,0.7678713,0.1782577,18.071,2.197816,27.80713,4.860329,12.13566,72.23604,65.88328,41.14678,232.116,239.156,4482.739
83,0.7584493,0.7676653,0.1781012,18.06941,2.198363,27.80666,4.861042,12.13596,72.22529,65.87856,41.13818,232.0839,239.1657,4482.728
84,0.7591359,0.7674294,0.1779394,18.06781,2.198952,27.80625,4.861687,12.13624,72.21507,65.87366,41.12932,232.0558,239.1756,4482.734
85,0.7598327,0.7671634,0.1777728,18.06621,2.199581,27.80593,4.862262,12.13647,72.20544,65.86863,41.12026,232.0318,239.1858,4482.757
86,0.7605353,0.7668685,0.1776019,18.06465,2.200246,27.80571,4.862763,12.13667,72.19646,65.86349,41.11102,232.0122,239.1958,4482.794
87,0.7612395,0.7665457,0.1774274,18.06312,2.200945,27.8056,4.86319,12.13684,72.18822,65.85827,41.10164,231.9971,239.2059,4482.846
88,0.76191,0.7661967,0.1772499,18.06155,2.201663,27.80562,4.863544,12.13698,72.18071,65.853,41.09217,231.9865,239.2157,4482.91
89,0.7625738,0.765824,0.1770704,18.06005,2.202409,27.80577,4.863823,12.13708,72.174,65.84771,41.08263,231.9804,239.2253,4482.985
90,0.7632266,0.7654284,0.1768889,18.05862,2.203177,27.80606,4.864033,12.13717,72.16807,65.84243,41.07307,231.9787,239.2345,4483.069
91,0.7639055,0.7650114,0.176706,18.05743,2.203982,27.8065,4.864177,12.13723,72.16295,65.83717,41.06351,231.9812,239.2432,4483.161
92,0.7645684,0.7645723,0.1765216,18.05635,2.204805,27.80709,4.864258,12.13727,72.15862,65.83194,41.05398,231.9878,239.2514,4483.258
93,0.7651915,0.7641126,0.1763358,18.05527,2.205633,27.80783,4.864282,12.1373,72.15505,65.82674,41.04449,231.9983,239.2592,4483.36
94,0.7657639,0.7636348,0.1761494,18.05416,2.20646,27.80872,4.864255,12.13733,72.15224,65.82161,41.0351,232.0122,239.2663,4483.464
95,0.7662764,0.7631424,0.175963,18.053,2.207275,27.80976,4.864185,12.13734,72.15015,65.81654,41.02581,232.0293,239.2729,4483.568
96,0.7667413,0.7626387,0.1757775,18.05183,2.208083,27.81096,4.864077,12.13736,72.14874,65.81153,41.01668,232.0493,239.2788,4483.671
97,0.7671654,0.7621268,0.1755935,18.0507,2.208883,27.8123,4.863938,12.13739,72.14799,65.80663,41.00775,232.0717,239.2842,4483.772
98,0.7675108,0.7616095,0.1754115,18.0495,2.209655,27.81378,4.86378,12.13742,72.14783,65.80183,40.99903,232.0962,239.289,4483.869
99,0.767804,0.7610906,0.1752322,18.0483,2.210407,27.81539,4.863605,12.13747,72.14825,65.79716,40.99057,232.1223,239.2932,4483.959
100,0.7680874,0.7605725,0.1750562,18.04733,2.211162,27.81713,4.863426,12.13753,72.14918,65.79263,40.98242,232.1496,239.2968,4484.043
101,0.7683458,0.7600584,0.1748837,18.04648,2.211904,27.81899,4.863247,12.13762,72.15054,65.78826,40.97457,232.1777,239.3,4484.121
102,0.7685758,0.7595503,0.1747148,18.04573,2.212629,27.82095,4.863076,12.13772,72.15228,65.78404,40.96702,232.2061,239.3026,4484.189
103,0.7687758,0.7590498,0.1745498,18.04508,2.213332,27.823,4.862922,12.13786,72.15434,65.78001,40.95981,232.2345,239.3048,4484.247
104,0.7689449,0.7585583,0.1743887,18.04452,2.214011,27.82514,4.862789,12.13802,72.15662,65.77615,40.95295,232.2623,239.3066,4484.297
105,0.7690825,0.758077,0.1742316,18.04406,2.214663,27.82736,4.862684,12.13822,72.1591,65.77248,40.94646,232.2894,239.3081,4484.335
106,0.7691883,0.7576072,0.1740787,18.04368,2.215286,27.82963,4.862613,12.13845,72.16169,65.76901,40.94035,232.3153,239.3092,4484.364
107,0.7692622,0.7571498,0.17393,18.04339,2.215876,27.83196,4.86258,12.13871,72.16433,65.76574,40.93463,232.3397,239.31,4484.382
108,0.7693042,0.7567057,0.1737857,18.04318,2.216432,27.83432,4.86259,12.139,72.16698,65.76267,40.92931,232.3623,239.3106,4484.39
109,0.7693148,0.7562753,0.1736455,18.04304,2.216954,27.83671,4.862645,12.13933,72.16958,65.7598,40.9244,232.3828,239.3111,4484.387
110,0.7692941,0.7558595,0.1735098,18.04297,2.217438,27.83912,4.862748,12.13969,72.17208,65.75713,40.9199,232.4012,239.3114,4484.375
111,0.7692429,0.7554587,0.1733783,18.04296,2.217884,27.84154,4.862901,12.14008,72.17442,65.75465,40.91583,232.4172,239.3116,4484.353
112,0.7691621,0.7550725,0.1732511,18.04301,2.218292,27.84395,4.863106,12.1405,72.17658,65.75237,40.91216,232.4307,239.3117,4484.324
113,0.7690525,0.7547016,0.1731282,18.0431,2.21866,27.84634,4.863362,12.14095,72.17853,65.75027,40.90891,232.4415,239.3119,4484.286
114,0.7689152,0.7543458,0.1730096,18.04323,2.218989,27.84871,4.86367,12.14143,72.18021,65.74836,40.90607,232.4497,239.312,4484.241
115,0.7687517,0.754005,0.1728951,18.04339,2.21928,27.85106,4.864028,12.14194,72.18163,65.7466,40.90363,232.4552,239.3123,4484.191
116,0.7685631,0.753679,0.1727847,18.04358,2.219532,27.85337,4.864434,12.14246,72.18275,65.74502,40.90157,232.4582,239.3125,4484.134
117,0.768351,0.7533672,0.1726785,18.04378,2.219746,27.85563,4.864886,12.14301,72.18359,65.7436,40.89989,232.4585,239.3129,4484.074
118,0.7681168,0.7530695,0.1725761,18.04399,2.219924,27.85785,4.865381,12.14358,72.18413,65.74232,40.89858,232.4564,239.3135,4484.011
119,0.7678623,0.7527851,0.1724777,18.0442,2.220067,27.86003,4.865916,12.14415,72.18436,65.74118,40.89761,232.452,239.3141,4483.945
120,0.7675889,0.7525135,0.1723831,18.04442,2.220176,27.86214,4.866487,12.14474,72.1843,65.74018,40.89698,232.4454,239.3149,4483.879
121,1.407095,1.461189,0.3382831,37.7169,4.719848,41.6394,7.223937,24.75014,158.7977,136.7507,62.79136,366.2028,372.8213,4483.813
122,3.996003,3.620315,0.6475205,61.73234,5.833818,61.3154,10.55658,40.23054,174.8988,205.7551,75.35944,363.1578,369.8718,4462.607
123,4.4678,4.383388,0.7141227,70.27441,6.105403,69.23748,11.8883,55.3009,184.0939,278.1817,82.15766,366.886,373.5071,4458.91
124,4.12465,4.399087,0.6938306,70.71907,6.200253,71.12943,12.20056,67.25586,189.4607,335.9486,85.81294,372.5332,379.1215,4457.21
125,3.675668,4.151656,0.651823,68.3968,6.277542,70.48495,12.08688,75.77189,193.9808,376.9981,87.74142,379.9996,386.5917,4455.902
126,3.297269,3.847599,0.6089583,65.47345,6.383042,68.86431,11.81093,81.43656,198.845,404.2749,88.43642,389.219,395.8478,4454.577
127,3.001014,3.557669,0.5700389,62.61538,6.525003,66.94686,11.48655,85.00475,204.3382,421.4005,88.22089,399.8841,406.5839,4453.058
128,2.773,3.304266,0.5359793,59.99798,6.699911,65.02669,11.16267,87.12825,210.4082,431.4473,87.39545,411.587,418.3943,4451.297
129,2.600339,3.092262,0.506854,57.6675,6.901748,63.23081,10.86037,88.29917,216.9058,436.7529,86.21885,423.9128,430.8672,4449.316
130,2.472476,2.919221,0.4823562,55.63318,7.1245,61.61176,10.58842,88.86564,223.6647,438.9981,84.88442,436.4809,443.6259,4447.167
131,2.380836,2.780087,0.4619694,53.8862,7.362549,60.18682,10.34972,89.06469,230.5222,439.3412,83.52006,448.9598,456.343,4444.909
132,2.319242,2.669531,0.4451251,52.40931,7.611316,58.95538,10.14419,89.05305,237.3247,438.5519,82.19666,461.0722,468.7445,4442.606
133,2.281906,2.582383,0.4312159,51.17332,7.865899,57.90715,9.970125,88.9317,243.9298,437.124,80.96021,472.5955,480.6099,4440.315
134,2.264161,2.514005,0.419661,50.14655,8.121843,57.02665,9.824921,88.75926,250.2107,435.3435,79.82428,483.3593,491.77,4438.089
135,2.262334,2.460403,0.4099396,49.29837,8.375318,56.2962,9.70558,88.57877,256.0602,433.4202,78.78754,493.2441,502.104,4435.97
136,2.273564,2.41819,0.4016006,48.60039,8.623216,55.69704,9.6089,88.41219,261.3928,431.4632,77.84238,502.1761,511.5349,4433.998
137,2.295628,2.384138,0.3942666,48.02744,8.863212,55.20435,9.530635,88.26524,266.148,429.5263,76.9781,510.1228,520.0251,4432.198
138,2.327397,2.356122,0.3876366,47.56102,9.094496,54.80347,9.468248,88.14309,270.291,427.634,76.18307,517.0878,527.5713,4430.595
139,2.367378,2.332336,0.3814634,47.1819,9.316121,54.48067,9.419329,88.04684,273.8117,425.7938,75.44588,523.1044,534.1979,4429.196
140,2.414363,2.311285,0.3755556,46.87402,9.527732,54.22326,9.381638,87.97498,276.7224,424.005,74.75642,528.2291,539.9524,4428.012
141,2.467384,2.291745,0.3697697,46.62426,9.728998,54.01971,9.353118,87.92464,279.0402,422.2639,74.10632,532.5189,544.8805,4427.038
142,2.525635,2.272727,0.3640015,46.42203,9.921063,53.85987,9.331944,87.89239,280.8281,420.5666,73.48889,536.0775,549.0766,4426.272
143,2.588394,2.25345,0.3581747,46.25814,10.10495,53.73489,9.316506,87.87466,282.1462,418.9069,72.89852,539.0016,552.6275,4425.7
144,2.654672,2.23331,0.3522361,46.12427,10.28159,53.63726,9.305429,87.8681,283.0562,417.2792,72.33054,541.3851,555.6179,4425.31
145,2.722391,2.212199,0.3461943,46.01088,10.4512,53.5607,9.297549,87.86971,283.6198,415.6783,71.78107,543.3188,558.1301,4425.083
146,2.793386,2.189408,0.3400228,45.9154,10.61574,53.49411,9.290907,87.87272,283.8973,414.0997,71.247,544.8887,560.2427,4425.002
147,2.86633,2.164757,0.3336849,45.83261,10.77616,53.43716,9.28536,87.87775,283.9445,412.5394,70.72555,546.1735,562.028,4425.052
148,2.940163,2.138281,0.3271845,45.75777,10.93311,53.38871,9.280646,87.88469,283.8127,410.9946,70.21471,547.2438,563.5515,4425.214
149,3.011554,2.110487,0.3205935,45.68216,11.08541,53.34737,9.276475,87.89303,283.5474,409.4637,69.71297,548.1617,564.871,4425.468
150,3.083838,2.08198,0.3140099,45.60715,11.23495,53.31167,9.272559,87.90216,283.1883,407.946,69.21932,548.9797,566.0369,4425.799
151,3.156654,2.052474,0.3073955,45.53176,11.38286,53.28029,9.268653,87.91146,282.7679,406.4408,68.7328,549.7418,567.0914,4426.188
152,3.231145,2.022766,0.300869,45.45367,11.52941,53.25222,9.264577,87.92052,282.3125,404.9471,68.25243,550.4833,568.0693,4426.62
153,3.302965,1.991914,0.2942874,45.36932,11.67413,53.2266,9.260201,87.92898,281.8429,403.4646,67.77769,551.2319,568.9988,4427.079
154,3.371186,1.960169,0.287686,45.27758,11.817,53.20297,9.255463,87.93678,281.3763,401.9947,67.30849,552.0081,569.902,4427.553
155,3.431373,1.927813,0.2811039,45.17297,11.95562,53.1809,9.25034,87.9439,280.9255,400.5393,66.84511,552.8266,570.7955,4428.028
156,3.487501,1.895827,0.2746694,45.05818,12.0908,53.16018,9.244837,87.95043,280.5011,399.1019,66.38828,553.697,571.6918,4428.495
157,3.540661,1.864271,0.268389,44.93621,12.22387,53.14062,9.238985,87.95644,280.1103,397.6857,65.93877,554.6237,572.5989,4428.943
158,3.590222,1.8339,0.2623597,44.80554,12.35406,53.12213,9.232831,87.96208,279.7568,396.2935,65.49725,555.6076,573.5219,4429.364
159,3.638747,1.805569,0.2566947,44.66763,12.48087,53.10461,9.226432,87.96748,279.4427,394.9282,65.06453,556.6462,574.4621,4429.75
160,3.690565,1.780225,0.2515261,44.52411,12.60499,53.08802,9.219853,87.97276,279.1682,393.5926,64.64134,557.7345,575.4197,4430.096
161,3.725687,1.757055,0.2467355,44.35531,12.71786,53.07227,9.213157,87.97798,278.9323,392.2892,64.22855,558.8658,576.3927,4430.396
162,3.748402,1.73505,0.2421848,44.17289,12.82327,53.05739,9.206423,87.98335,278.7366,391.0253,63.82817,560.0325,577.379,4430.647
163,3.765992,1.714715,0.2379413,43.98735,12.92493,53.04349,9.199753,87.98908,278.581,389.8064,63.44186,561.2261,578.3749,4430.848
164,3.779996,1.695835,0.2339779,43.80172,13.02234,53.0306,9.19323,87.99532,278.4625,388.6357,63.07063,562.4363,579.3756,4430.993
165,3.791409,1.678633,0.230318,43.61762,13.11581,53.01876,9.186935,88.0022,278.3778,387.5151,62.71521,563.6527,580.3755,4431.085
166,3.800243,1.662617,0.2269033,43.43836,13.20622,53.00801,9.180944,88.0098,278.3231,386.4467,62.37624,564.8647,581.369,4431.124
