"<HEADER software/>"
EwEVersion,"6.7.0.19005 (compiled 6/26/1943)"
Date,"11/20/2024 9:57:14 AM"
"<HEADER ecopath/>"
ModelName,"OSW high res model"
ModelSource,"C:\Users\holden.harris\Documents\Research\R03 OSW\NCEAS GEI-Wind\EwEE Strawman Model\OSW strawman.eweaccdb"
"<HEADER ecosim/>"
EcosimScenario,"sim01_test run"
TimeSeries,-
StartYear,2020
"<HEADER ecospace/>"
EcospaceScenario,sp01_base
MapRows,60
MapCols,60
MapCellLength,0.5
MapCellSize,500
MapLatitude,0
MapLongitude,0
NoActiveCells,3600
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT,"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
ExternalDataConfigFile,"C:\Users\holden.harris\Documents\Research\R03 OSW\NCEAS GEI-Wind\EwEE Strawman Model\OSW strawman STconfig.xml"
"<HEADER extra/>"
Data,"Average regional biomass by group (t/km^2)"
Area,"Region 1"
Number_of_cells,56
"<HEADER end/>"

TimeStep,"big fish","medium fish","small fish","mobile inverts","sessile epifauna",zooplankton,phytoplankton,macrolagae,detritus
84,0.4140151,2.172922,3.735499,9.032211,52.35546,74.67644,61.15483,272.2069,386.0848
85,0.4138571,2.173483,3.735314,9.03028,52.35435,74.67915,61.15857,272.2081,386.1035
86,0.4137017,2.173987,3.735126,9.028461,52.35378,74.6825,61.16198,272.2094,386.1216
87,0.4135491,2.174433,3.73494,9.026753,52.35376,74.68641,61.16501,272.2108,386.1388
88,0.413399,2.174824,3.734758,9.025163,52.35426,74.69077,61.16766,272.2122,386.155
89,0.4132513,2.175158,3.734588,9.02369,52.35526,74.6955,61.16993,272.2137,386.1698
90,0.4131061,2.175564,3.734433,9.022336,52.35674,74.70051,61.17176,272.2153,386.1833
91,0.4129636,2.175921,3.734296,9.021091,52.35868,74.70573,61.17316,272.217,386.1953
92,0.4128235,2.176201,3.73418,9.019961,52.36101,74.71105,61.17414,272.2187,386.2057
93,0.412686,2.1764,3.73409,9.018938,52.36372,74.71643,61.17471,272.2203,386.2144
94,0.4125508,2.176519,3.73403,9.018023,52.36673,74.72174,61.17487,272.222,386.2213
95,0.4124179,2.176561,3.733999,9.017226,52.37006,74.72691,61.17463,272.2237,386.2266
96,0.4122872,2.176532,3.734003,9.016542,52.37358,74.7319,61.17404,272.2254,386.2301
97,0.4121588,2.176431,3.734038,9.015967,52.37728,74.7366,61.1731,272.2271,386.2318
98,0.4120322,2.176267,3.73411,9.015509,52.38113,74.74097,61.17185,272.2287,386.232
99,0.4119078,2.176115,3.734215,9.015157,52.38501,74.745,61.17034,272.2304,386.2307
100,0.4117854,2.175934,3.734357,9.014903,52.38894,74.74858,61.16857,272.232,386.2279
101,0.4116649,2.17572,3.734533,9.01474,52.39283,74.75169,61.1666,272.2337,386.2238
102,0.4115461,2.175476,3.734742,9.01466,52.39662,74.75433,61.16447,272.2352,386.2186
103,0.4114291,2.175202,3.734983,9.014657,52.40031,74.75648,61.16222,272.2367,386.2123
104,0.4113138,2.174901,3.735256,9.014723,52.40382,74.75807,61.15991,272.2381,386.2051
105,0.4112003,2.174577,3.735556,9.014856,52.40712,74.75917,61.15754,272.2396,386.1972
106,0.4110883,2.174231,3.735881,9.015042,52.41019,74.75974,61.15517,272.2409,386.1887
107,0.4109778,2.173867,3.736229,9.015285,52.41299,74.75982,61.15284,272.2422,386.1799
108,0.4108687,2.173486,3.736599,9.015572,52.4155,74.75941,61.15057,272.2434,386.1707
109,0.4107611,2.17309,3.736985,9.015897,52.41767,74.75855,61.14843,272.2445,386.1616
110,0.4106548,2.172683,3.737386,9.016253,52.41955,74.75726,61.14639,272.2456,386.1523
111,0.4105499,2.172265,3.737797,9.016634,52.42107,74.75559,61.14454,272.2466,386.1435
112,0.4104462,2.171841,3.738216,9.017034,52.42225,74.75355,61.14286,272.2475,386.1349
113,0.4103436,2.171411,3.738641,9.017449,52.42309,74.75122,61.14138,272.2483,386.1268
114,0.4102421,2.170978,3.739066,9.017871,52.42358,74.74862,61.14011,272.2491,386.1194
115,0.4101417,2.170542,3.73949,9.018297,52.42374,74.74583,61.13908,272.2498,386.1125
116,0.4100423,2.170108,3.73991,9.018722,52.42359,74.74286,61.13826,272.2504,386.1065
117,0.4099438,2.169676,3.740323,9.019144,52.42315,74.73979,61.1377,272.251,386.1013
118,0.4098462,2.169247,3.740726,9.019556,52.42242,74.73666,61.13739,272.2515,386.097
119,0.4097494,2.168823,3.741117,9.019958,52.42145,74.73352,61.13731,272.2519,386.0938
120,0.4096535,2.168406,3.741494,9.020344,52.42023,74.7304,61.13743,272.2522,386.0912
121,0.4095582,2.167997,3.741856,9.020719,52.41881,74.72736,61.13781,272.2525,386.0898
122,0.4094638,2.167596,3.742199,9.021073,52.41724,74.72444,61.13837,272.2528,386.0892
123,0.4093698,2.167206,3.742524,9.021413,52.41552,74.7217,61.13913,272.253,386.0896
124,0.4092767,2.166826,3.74283,9.02173,52.4137,74.71914,61.14007,272.2531,386.0908
125,0.409184,2.166458,3.743117,9.022032,52.41179,74.71681,61.14117,272.2532,386.0928
126,0.4090919,2.166103,3.74338,9.022312,52.40984,74.71471,61.14239,272.2532,386.0957
127,0.4090002,2.165761,3.743623,9.022575,52.40787,74.71288,61.14372,272.2533,386.0992
128,0.408909,2.165432,3.743846,9.022823,52.40591,74.71135,61.14513,272.2532,386.1035
129,0.4088182,2.165119,3.744047,9.023054,52.40401,74.7101,61.14662,272.2532,386.1084
130,0.4087279,2.164819,3.744228,9.023272,52.40217,74.70915,61.14814,272.2531,386.1135
131,0.4086378,2.164535,3.744391,9.023473,52.40042,74.7085,61.14968,272.253,386.1192
132,0.4085481,2.164266,3.744534,9.023664,52.39877,74.70817,61.15123,272.253,386.1251
133,0.4084587,2.164012,3.74466,9.02384,52.39725,74.70811,61.15273,272.2528,386.1312
134,0.4083696,2.163774,3.74477,9.024008,52.39588,74.70832,61.15421,272.2527,386.1374
135,0.4082808,2.163552,3.744865,9.024165,52.39468,74.70882,61.15563,272.2525,386.1436
136,0.4081924,2.163345,3.744947,9.02432,52.39364,74.70956,61.15694,272.2523,386.1497
137,0.408104,2.163152,3.745017,9.024463,52.39277,74.71052,61.15817,272.2521,386.1557
138,0.4080158,2.162976,3.745077,9.024605,52.39206,74.71169,61.15929,272.2519,386.1613
139,0.407928,2.162815,3.745129,9.024743,52.39157,74.71302,61.16028,272.2516,386.1668
140,0.4078405,2.162668,3.745173,9.02488,52.39123,74.71452,61.16116,272.2515,386.1717
141,0.407753,2.162537,3.745211,9.025016,52.39106,74.71613,61.16189,272.2513,386.1762
142,0.4076656,2.16242,3.745247,9.025148,52.39106,74.71784,61.16248,272.251,386.1804
143,0.4075784,2.162317,3.74528,9.025283,52.39122,74.7196,61.16293,272.2508,386.1841
144,0.4074915,2.162227,3.74531,9.025416,52.39153,74.7214,61.16324,272.2506,386.1871
145,0.4074049,2.162152,3.745342,9.025549,52.39197,74.7232,61.16342,272.2503,386.1897
146,0.4073183,2.162089,3.745374,9.025681,52.39255,74.725,61.16346,272.25,386.1915
147,0.4072319,2.16204,3.745409,9.025813,52.39319,74.72675,61.16336,272.2499,386.1928
148,0.4071457,2.162002,3.745447,9.025943,52.39396,74.72843,61.16313,272.2497,386.1936
149,0.4070596,2.161977,3.745491,9.026073,52.39478,74.73,61.1628,272.2494,386.1938
150,0.4069739,2.161963,3.745537,9.026197,52.39566,74.73151,61.16236,272.2492,386.1935
151,0.4068883,2.161961,3.74559,9.026323,52.39658,74.73286,61.16183,272.249,386.1928
152,0.406803,2.161969,3.745649,9.026445,52.39753,74.73407,61.16123,272.2487,386.1914
153,0.4067178,2.161988,3.745713,9.026557,52.39847,74.73515,61.16055,272.2484,386.1896
154,0.4066329,2.162017,3.745783,9.026668,52.39941,74.73604,61.15982,272.2482,386.1876
155,0.4065483,2.162056,3.745857,9.026771,52.40032,74.73676,61.15906,272.248,386.1851
156,0.406464,2.162103,3.745939,9.026865,52.40121,74.73733,61.15825,272.2477,386.1823
157,0.4063799,2.16216,3.746025,9.02695,52.40203,74.73772,61.15743,272.2475,386.1794
158,0.4062962,2.162225,3.746116,9.027024,52.40281,74.73794,61.15662,272.2473,386.1761
159,0.4062127,2.162298,3.746212,9.027089,52.4035,74.738,61.15581,272.2471,386.1729
160,0.4061294,2.162379,3.746312,9.027142,52.40412,74.73789,61.15503,272.2469,386.1696
161,0.4060469,2.162467,3.746416,9.027181,52.40464,74.73763,61.15427,272.2466,386.1662
162,0.4059645,2.162561,3.746523,9.027205,52.40508,74.73725,61.15357,272.2464,386.1628
163,0.4058823,2.162662,3.74663,9.027218,52.40543,74.73671,61.15291,272.2462,386.1595
164,0.4058008,2.162768,3.746742,9.027213,52.40568,74.73607,61.15232,272.2459,386.1564
165,0.4057195,2.16288,3.746853,9.027197,52.40584,74.73534,61.15179,272.2458,386.1535
166,0.4056387,2.162997,3.746964,9.027163,52.40591,74.7345,61.15134,272.2456,386.1507
167,0.4055584,2.163118,3.747074,9.027112,52.40588,74.7336,61.15094,272.2454,386.1482
168,0.4054787,2.163242,3.747183,9.027049,52.40576,74.73265,61.15064,272.2452,386.1458
169,0.4053993,2.163372,3.74729,9.026969,52.40556,74.73165,61.15042,272.2451,386.144
170,0.4053203,2.163503,3.747396,9.026873,52.40528,74.73064,61.15026,272.2448,386.1423
171,0.405242,2.163638,3.747498,9.026759,52.40493,74.72962,61.1502,272.2447,386.1409
172,0.4051642,2.163775,3.747596,9.026637,52.40452,74.72862,61.15021,272.2445,386.1398
173,0.4050868,2.163913,3.747692,9.026495,52.40407,74.72764,61.15028,272.2444,386.1391
174,0.4050101,2.164053,3.747783,9.026341,52.40357,74.72668,61.15043,272.2443,386.1388
175,0.4049339,2.164194,3.74787,9.026176,52.40302,74.72578,61.15064,272.2441,386.1387
176,0.4048582,2.164336,3.747952,9.025997,52.40245,74.72495,61.15091,272.244,386.1389
177,0.4047833,2.164478,3.74803,9.025811,52.4019,74.72418,61.15124,272.2439,386.1395
178,0.4047087,2.164619,3.748102,9.02561,52.40133,74.7235,61.15161,272.2438,386.1402
179,0.4046349,2.164759,3.748171,9.025404,52.40075,74.72285,61.152,272.2438,386.1413
180,0.4045617,2.164899,3.748236,9.02519,52.40017,74.72237,61.15243,272.2437,386.1426
181,0.4044891,2.165038,3.748296,9.024968,52.39963,74.72193,61.1529,272.2437,386.144
182,0.4044171,2.165175,3.748351,9.024741,52.39911,74.72162,61.15338,272.2437,386.1457
183,0.4043457,2.165309,3.748405,9.024511,52.39864,74.72138,61.15385,272.2437,386.1474
184,0.4042749,2.165442,3.748453,9.024278,52.3982,74.72125,61.15434,272.2437,386.1493
185,0.4042048,2.165571,3.748499,9.024043,52.39781,74.7212,61.15481,272.2437,386.1512
186,0.4041352,2.165698,3.748543,9.023809,52.39748,74.72124,61.1553,272.2438,386.1532
187,0.4040664,2.165821,3.748584,9.023575,52.39719,74.72137,61.15573,272.2438,386.1552
188,0.4039982,2.165941,3.748626,9.023342,52.39698,74.72157,61.15617,272.2439,386.1573
189,0.4039306,2.166058,3.748663,9.023113,52.39681,74.72185,61.15656,272.244,386.1591
190,0.4038637,2.16617,3.748702,9.02289,52.3967,74.72218,61.15693,272.244,386.1611
191,0.4037972,2.166279,3.74874,9.02267,52.39666,74.72258,61.15725,272.2441,386.163
192,0.4037316,2.166384,3.748779,9.022456,52.39667,74.72303,61.15754,272.2443,386.1646
193,0.4036664,2.166484,3.748818,9.022249,52.39675,74.72351,61.15777,272.2444,386.1662
194,0.4036021,2.166581,3.748858,9.022048,52.39688,74.72401,61.15799,272.2445,386.1677
195,0.4035381,2.166672,3.748901,9.021857,52.39706,74.72454,61.15815,272.2448,386.169
196,0.4034748,2.166759,3.748946,9.021674,52.39728,74.72506,61.15826,272.2449,386.1701
197,0.4034123,2.166842,3.748992,9.021501,52.39756,74.7256,61.15835,272.2451,386.1711
198,0.4033503,2.16692,3.749042,9.021336,52.39788,74.72614,61.15837,272.2453,386.1719
199,0.4032888,2.166995,3.749094,9.02118,52.39823,74.72666,61.15837,272.2454,386.1725
200,0.403228,2.167063,3.749149,9.021032,52.39859,74.72715,61.15834,272.2456,386.1729
201,0.4031675,2.167128,3.749208,9.020894,52.39899,74.72762,61.15825,272.2458,386.1732
202,0.4031079,2.167188,3.749271,9.020765,52.39941,74.72804,61.15814,272.246,386.1733
203,0.4030488,2.167244,3.749337,9.020642,52.39984,74.72844,61.15801,272.2462,386.1732
204,0.4029901,2.167296,3.749407,9.020531,52.40027,74.72878,61.15784,272.2464,386.173
205,0.4029322,2.167343,3.74948,9.020429,52.40069,74.72907,61.15765,272.2466,386.1727
206,0.4028747,2.167386,3.749557,9.020332,52.40112,74.72932,61.15746,272.2468,386.1723
207,0.4028178,2.167425,3.749636,9.020243,52.40153,74.72951,61.15725,272.247,386.1717
208,0.4027614,2.167459,3.74972,9.020164,52.40194,74.72964,61.15704,272.2472,386.1712
209,0.4027055,2.16749,3.749805,9.020086,52.40232,74.72973,61.15682,272.2475,386.1703
210,0.4026501,2.167518,3.749894,9.020019,52.40268,74.72976,61.15661,272.2477,386.1696
211,0.4025953,2.167543,3.749986,9.019956,52.40302,74.72973,61.15639,272.2479,386.1689
212,0.402541,2.167564,3.75008,9.019898,52.40332,74.72965,61.15619,272.2481,386.1681
213,0.4024871,2.167581,3.750175,9.019844,52.40359,74.72955,61.15599,272.2482,386.1673
214,0.4024337,2.167596,3.750273,9.019794,52.40384,74.72938,61.1558,272.2484,386.1665
215,0.4023809,2.167607,3.750372,9.019748,52.40405,74.72917,61.15564,272.2487,386.1657
216,0.4023285,2.167616,3.750471,9.019704,52.40422,74.72894,61.1555,272.2488,386.1651
217,0.4022764,2.167622,3.750572,9.019662,52.40436,74.72868,61.15537,272.249,386.1644
218,0.402225,2.167626,3.750673,9.019622,52.40448,74.72837,61.15527,272.2492,386.1638
219,0.402174,2.167628,3.750773,9.019584,52.40456,74.72805,61.1552,272.2494,386.1632
220,0.4021233,2.167627,3.750874,9.019548,52.40459,74.72774,61.15516,272.2495,386.1628
221,0.4020731,2.167624,3.750975,9.019511,52.40461,74.72739,61.15513,272.2497,386.1624
222,0.4020233,2.167619,3.751074,9.019475,52.40459,74.72705,61.15514,272.2498,386.1621
223,0.4019738,2.167612,3.751173,9.01944,52.40455,74.72668,61.15516,272.25,386.162
224,0.4019249,2.167604,3.75127,9.019404,52.40448,74.72636,61.15521,272.2502,386.1619
225,0.4018763,2.167595,3.751365,9.019369,52.40441,74.72602,61.15527,272.2504,386.1619
226,0.4018282,2.167584,3.751459,9.019334,52.4043,74.72571,61.15538,272.2505,386.162
227,0.4017804,2.167572,3.751551,9.019297,52.4042,74.7254,61.15548,272.2506,386.1623
228,0.401733,2.167557,3.751641,9.01926,52.40405,74.72514,61.15561,272.2508,386.1625
229,0.4016858,2.167543,3.751729,9.019221,52.40393,74.72488,61.15575,272.2509,386.1629
230,0.4016393,2.167527,3.751815,9.019187,52.40379,74.72466,61.15591,272.251,386.1636
231,0.4015929,2.167511,3.751899,9.019148,52.40364,74.72445,61.15607,272.2511,386.1641
232,0.4015469,2.167493,3.75198,9.019111,52.40351,74.72429,61.15627,272.2513,386.1646
233,0.4015012,2.167475,3.75206,9.019071,52.40339,74.72414,61.15645,272.2514,386.1653
234,0.4014559,2.167456,3.752138,9.019034,52.40325,74.72405,61.15662,272.2515,386.1662
235,0.4014109,2.167437,3.752213,9.018995,52.40314,74.72398,61.15683,272.2516,386.1668
236,0.4013664,2.167417,3.752285,9.018956,52.40302,74.72392,61.15702,272.2517,386.1677
237,0.4013219,2.167396,3.752356,9.018918,52.40293,74.72392,61.15719,272.2518,386.1684
238,0.4012778,2.167375,3.752426,9.018881,52.40284,74.72394,61.15738,272.2519,386.1693
239,0.4012341,2.167355,3.752493,9.018842,52.40277,74.72398,61.15756,272.252,386.1701
240,0.4011907,2.167333,3.752558,9.018808,52.40274,74.72404,61.15773,272.2521,386.171
