"<HEADER software/>"
EwEVersion,"6.7.0.19005 (compiled 6/26/1943)"
Date,"11/19/2024 3:05:59 PM"
"<HEADER ecopath/>"
ModelName,"OSW high res model"
ModelSource,"C:\Users\holden.harris\Documents\Research\R03 OSW\NCEAS GEI-Wind\EwEE Strawman Model\OSW strawman.eweaccdb"
"<HEADER ecosim/>"
EcosimScenario,"sim01_test run"
TimeSeries,-
StartYear,2020
"<HEADER ecospace/>"
EcospaceScenario,sp01_base
MapRows,10
MapCols,10
MapCellLength,0.5
MapCellSize,0.004499116
MapLatitude,0
MapLongitude,0
NoActiveCells,100
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT,"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
ExternalDataConfigFile,"C:\Users\holden.harris\Documents\Research\R03 OSW\NCEAS GEI-Wind\EwEE Strawman Model\OSW strawman STconfig.xml"
"<HEADER extra/>"
Data,"Average regional consumption by pred, prey (t/km^2)"
Area,"Region 0"
Number_of_cells,100
"<HEADER end/>"

TimeStep,"big fish|medium fish","big fish|small fish","big fish|mobile inverts","medium fish|mobile inverts","medium fish|sessile epifauna","small fish|zooplankton","small fish|phytoplankton","small fish|macrolagae","mobile inverts|sessile epifauna","mobile inverts|macrolagae","mobile inverts|detritus","sessile epifauna|zooplankton","sessile epifauna|phytoplankton",zooplankton|phytoplankton
55,1.131315,1.13132,0.2514074,21.6,2.399994,28.79996,4.799978,14.40003,80.00071,80.00082,39.99796,225.0009,225.0002,4500
56,1.131315,1.131321,0.2514075,21.59999,2.399995,28.79995,4.79998,14.40003,80.00073,80.00082,39.99796,225.0008,225.0002,4500
57,1.131315,1.131322,0.2514075,21.59999,2.399995,28.79994,4.799981,14.40004,80.00075,80.00082,39.99796,225.0007,225.0003,4500
58,1.131315,1.131322,0.2514077,21.59999,2.399996,28.79992,4.799983,14.40004,80.00077,80.00082,39.99796,225.0006,225.0004,4500
59,1.131316,1.131323,0.2514077,21.59999,2.399996,28.79991,4.799985,14.40004,80.00079,80.00082,39.99796,225.0005,225.0005,4500
60,1.131316,1.131324,0.2514077,21.59999,2.399996,28.7999,4.799987,14.40005,80.00078,80.00082,39.99796,225.0004,225.0006,4499.999
61,1.131317,1.131324,0.2514078,21.59999,2.399997,28.7999,4.79999,14.40005,80.00076,80.00082,39.99797,225.0003,225.0006,4499.998
62,1.131317,1.131325,0.2514078,21.59999,2.399997,28.7999,4.799992,14.40005,80.00076,80.00081,39.99797,225.0003,225.0007,4499.998
63,1.131317,1.131325,0.2514079,21.59999,2.399996,28.7999,4.799993,14.40006,80.00076,80.00081,39.99797,225.0002,225.0007,4499.999
64,1.131318,1.131327,0.2514079,21.59999,2.399996,28.7999,4.799995,14.40006,80.00072,80.00081,39.99797,225.0002,225.0008,4499.999
65,1.131318,1.131327,0.251408,21.59999,2.399995,28.7999,4.799996,14.40006,80.0007,80.00081,39.99798,225.0002,225.0007,4499.999
66,1.131319,1.131327,0.251408,21.59999,2.399995,28.79991,4.799996,14.40006,80.00067,80.00081,39.99798,225.0001,225.0007,4499.998
67,1.131319,1.131328,0.251408,21.59999,2.399995,28.79992,4.799997,14.40006,80.00064,80.00079,39.99798,225.0001,225.0007,4499.999
68,1.131319,1.131328,0.2514081,21.59999,2.399994,28.79992,4.799998,14.40006,80.00064,80.00079,39.99799,225.0001,225.0006,4499.999
69,1.13132,1.131329,0.2514082,21.59999,2.399993,28.79994,4.799999,14.40006,80.00063,80.0008,39.99799,225.0002,225.0006,4500
70,1.13132,1.131329,0.2514082,21.59999,2.399994,28.79996,4.799998,14.40007,80.00063,80.0008,39.99799,225.0003,225.0006,4500
71,1.13132,1.131329,0.2514083,21.59999,2.399994,28.79996,4.799998,14.40006,80.00062,80.0008,39.99799,225.0004,225.0006,4500
72,1.13132,1.131329,0.2514083,21.59999,2.399993,28.79998,4.799998,14.40006,80.0006,80.00079,39.998,225.0005,225.0005,4500.001
73,1.131321,1.131329,0.2514084,21.59999,2.399993,28.8,4.799998,14.40006,80.00059,80.00079,39.99799,225.0006,225.0005,4500.005
74,1.131322,1.13133,0.2514084,21.59999,2.399993,28.80001,4.799997,14.40006,80.00056,80.00078,39.99799,225.0007,225.0005,4500.005
75,1.131322,1.13133,0.2514085,21.59999,2.399993,28.80002,4.799994,14.40006,80.00055,80.00078,39.99799,225.0009,225.0004,4500.006
76,1.131322,1.13133,0.2514085,21.59999,2.399993,28.80003,4.799992,14.40006,80.00053,80.00078,39.99798,225.001,225.0003,4500.007
77,1.131323,1.13133,0.2514087,21.59999,2.399992,28.80004,4.799989,14.40005,80.00053,80.00078,39.99797,225.001,225.0002,4500.007
78,1.131324,1.13133,0.2514088,21.59999,2.399993,28.80004,4.799989,14.40005,80.00052,80.00078,39.99797,225.0011,225.0002,4500.007
79,1.131324,1.13133,0.2514088,21.59999,2.399992,28.80005,4.799986,14.40005,80.00052,80.00078,39.99797,225.0011,225.0001,4500.007
80,1.131325,1.13133,0.2514089,21.59999,2.399993,28.80005,4.799984,14.40004,80.00053,80.00078,39.99797,225.0012,225.0001,4500.007
81,1.131325,1.13133,0.251409,21.59999,2.399993,28.80004,4.799981,14.40004,80.00053,80.00078,39.99796,225.0012,225,4500.005
82,1.131326,1.13133,0.2514091,21.59999,2.399993,28.80003,4.79998,14.40004,80.00053,80.00078,39.99795,225.0012,225,4500.005
83,1.131326,1.131331,0.2514092,21.59999,2.399994,28.80002,4.799979,14.40003,80.00053,80.00078,39.99795,225.0012,225,4500.003
84,1.131327,1.131331,0.2514093,21.59999,2.399994,28.80001,4.799978,14.40003,80.00054,80.00077,39.99794,225.0011,225,4500.002
85,1.131327,1.131331,0.2514094,21.59999,2.399995,28.8,4.799978,14.40003,80.00056,80.00076,39.99794,225.0011,225.0001,4500.002
86,1.131328,1.131332,0.2514095,21.59999,2.399995,28.79999,4.799978,14.40003,80.00058,80.00076,39.99794,225.001,225.0001,4500
87,1.131328,1.131332,0.2514095,21.59999,2.399997,28.79997,4.799979,14.40003,80.00059,80.00076,39.99792,225.0009,225.0001,4500
88,1.131329,1.131333,0.2514096,21.59999,2.399997,28.79996,4.799979,14.40003,80.00062,80.00074,39.99791,225.0009,225.0002,4500
89,1.131329,1.131333,0.2514096,21.59998,2.399998,28.79995,4.799981,14.40004,80.00064,80.00072,39.99791,225.0008,225.0003,4500
90,1.13133,1.131334,0.2514096,21.59998,2.399999,28.79993,4.799983,14.40004,80.00064,80.00071,39.99791,225.0007,225.0004,4500
91,1.13133,1.131335,0.2514097,21.59998,2.4,28.79993,4.799984,14.40004,80.00066,80.0007,39.9979,225.0006,225.0004,4499.999
92,1.131331,1.131335,0.2514097,21.59997,2.400001,28.79991,4.799985,14.40005,80.00067,80.00069,39.9979,225.0005,225.0005,4499.999
93,1.131332,1.131336,0.2514097,21.59997,2.400001,28.7999,4.799988,14.40005,80.00067,80.00067,39.9979,225.0004,225.0006,4499.999
94,1.131332,1.131336,0.2514097,21.59997,2.400002,28.7999,4.799991,14.40005,80.00067,80.00066,39.99789,225.0003,225.0007,4499.998
95,1.131333,1.131337,0.2514097,21.59997,2.400003,28.7999,4.799993,14.40005,80.00066,80.00066,39.9979,225.0003,225.0008,4499.998
96,1.131333,1.131338,0.2514097,21.59997,2.400003,28.7999,4.799994,14.40006,80.00064,80.00065,39.9979,225.0003,225.0008,4499.999
97,1.131334,1.131338,0.2514096,21.59997,2.400003,28.7999,4.799996,14.40006,80.00063,80.00064,39.9979,225.0002,225.0008,4499.999
98,1.131334,1.131339,0.2514097,21.59996,2.400003,28.7999,4.799996,14.40006,80.00062,80.00064,39.9979,225.0002,225.0008,4499.999
99,1.131334,1.131339,0.2514097,21.59997,2.400003,28.79991,4.799997,14.40006,80.0006,80.00064,39.9979,225.0002,225.0008,4499.999
100,1.131335,1.13134,0.2514097,21.59997,2.400003,28.79992,4.799998,14.40006,80.00057,80.00063,39.9979,225.0003,225.0008,4499.999
101,1.131335,1.13134,0.2514097,21.59997,2.400003,28.79993,4.799998,14.40006,80.00054,80.00063,39.9979,225.0003,225.0008,4500
102,1.131336,1.13134,0.2514097,21.59997,2.400004,28.79995,4.799998,14.40006,80.00053,80.00062,39.9979,225.0004,225.0008,4500
103,1.131336,1.131341,0.2514096,21.59996,2.400004,28.79996,4.799998,14.40006,80.00052,80.00062,39.99789,225.0005,225.0008,4500
104,1.131337,1.131341,0.2514097,21.59996,2.400004,28.79997,4.799998,14.40006,80.00052,80.0006,39.99789,225.0006,225.0008,4500.001
105,1.131337,1.131341,0.2514097,21.59996,2.400004,28.79999,4.799998,14.40006,80.00051,80.00059,39.99789,225.0008,225.0008,4500.004
106,1.131338,1.131341,0.2514098,21.59996,2.400004,28.8,4.799997,14.40006,80.0005,80.00057,39.99789,225.0009,225.0007,4500.004
107,1.131338,1.131341,0.2514098,21.59996,2.400004,28.80002,4.799994,14.40006,80.00048,80.00056,39.99789,225.001,225.0006,4500.005
108,1.131339,1.131341,0.2514098,21.59996,2.400004,28.80002,4.799992,14.40006,80.00046,80.00055,39.99788,225.0011,225.0005,4500.005
109,1.13134,1.131341,0.2514099,21.59996,2.400005,28.80003,4.799991,14.40006,80.00044,80.00053,39.99788,225.0012,225.0005,4500.006
110,1.13134,1.131341,0.2514099,21.59997,2.400005,28.80004,4.799989,14.40005,80.00043,80.00053,39.99788,225.0013,225.0004,4500.007
111,1.131341,1.131341,0.25141,21.59997,2.400005,28.80004,4.799988,14.40005,80.00043,80.00053,39.99788,225.0013,225.0004,4500.007
112,1.131341,1.131341,0.25141,21.59996,2.400006,28.80004,4.799986,14.40005,80.00043,80.00053,39.99786,225.0013,225.0004,4500.006
113,1.131342,1.131341,0.25141,21.59996,2.400006,28.80003,4.799984,14.40004,80.00043,80.00052,39.99785,225.0013,225.0003,4500.004
114,1.131342,1.131341,0.2514101,21.59996,2.400007,28.80002,4.799982,14.40004,80.00043,80.00051,39.99784,225.0013,225.0003,4500.003
115,1.131343,1.131341,0.2514102,21.59996,2.400007,28.80001,4.799981,14.40004,80.00043,80.00051,39.99783,225.0013,225.0003,4500.003
116,1.131344,1.131342,0.2514103,21.59996,2.400008,28.8,4.79998,14.40004,80.00044,80.00051,39.99782,225.0012,225.0003,4500.002
117,1.131344,1.131342,0.2514103,21.59996,2.400009,28.79999,4.799981,14.40004,80.00046,80.0005,39.99781,225.0012,225.0003,4500.001
118,1.131345,1.131342,0.2514104,21.59996,2.40001,28.79997,4.799981,14.40004,80.00047,80.0005,39.99781,225.0011,225.0004,4500
119,1.131345,1.131342,0.2514104,21.59996,2.400011,28.79996,4.799982,14.40004,80.00049,80.0005,39.99781,225.001,225.0005,4500
120,1.131346,1.131343,0.2514104,21.59996,2.400012,28.79995,4.799984,14.40004,80.00051,80.00049,39.99781,225.0009,225.0005,4500
121,1.131346,1.131343,0.2514104,21.59996,2.400012,28.79994,4.799984,14.40004,80.00052,80.00049,39.99781,225.0008,225.0005,4500
122,1.131347,1.131344,0.2514104,21.59996,2.400013,28.79993,4.799985,14.40005,80.00053,80.00048,39.9978,225.0007,225.0006,4500
123,1.131347,1.131345,0.2514105,21.59996,2.400014,28.79992,4.799987,14.40005,80.00053,80.00048,39.9978,225.0006,225.0007,4499.999
124,1.131348,1.131345,0.2514105,21.59996,2.400015,28.7999,4.799989,14.40005,80.00055,80.00048,39.9978,225.0006,225.0008,4500
125,1.131348,1.131346,0.2514105,21.59996,2.400016,28.79989,4.799992,14.40005,80.00055,80.00047,39.9978,225.0005,225.0009,4499.999
126,1.131349,1.131346,0.2514105,21.59996,2.400016,28.7999,4.799994,14.40006,80.00055,80.00045,39.9978,225.0004,225.001,4499.999
127,1.131349,1.131347,0.2514105,21.59995,2.400017,28.7999,4.799995,14.40006,80.00054,80.00043,39.9978,225.0004,225.001,4499.998
128,1.13135,1.131348,0.2514105,21.59995,2.400017,28.7999,4.799996,14.40006,80.00053,80.0004,39.9978,225.0004,225.001,4499.998
129,1.13135,1.131348,0.2514105,21.59995,2.400018,28.7999,4.799997,14.40006,80.00051,80.00039,39.99779,225.0004,225.001,4499.998
130,1.131351,1.131349,0.2514105,21.59994,2.400018,28.79991,4.799998,14.40006,80.0005,80.00037,39.99779,225.0004,225.0011,4499.998
131,1.131351,1.131349,0.2514104,21.59995,2.400018,28.79992,4.799998,14.40007,80.00047,80.00036,39.99778,225.0004,225.001,4499.999
132,1.131352,1.131349,0.2514104,21.59995,2.400018,28.79993,4.799999,14.40007,80.00047,80.00036,39.99778,225.0005,225.001,4500
133,1.131352,1.131349,0.2514104,21.59995,2.400018,28.79994,4.799999,14.40007,80.00044,80.00035,39.99778,225.0006,225.001,4500
134,1.131353,1.131349,0.2514104,21.59995,2.400018,28.79996,4.799999,14.40007,80.00043,80.00035,39.99777,225.0007,225.001,4500
135,1.131353,1.13135,0.2514104,21.59995,2.400019,28.79997,4.799999,14.40006,80.00041,80.00034,39.99777,225.0008,225.001,4500.001
136,1.131354,1.13135,0.2514104,21.59995,2.400019,28.79999,4.799998,14.40006,80.0004,80.00034,39.99776,225.0009,225.001,4500.003
137,1.131355,1.13135,0.2514105,21.59995,2.400019,28.8,4.799997,14.40006,80.00039,80.00034,39.99776,225.001,225.0009,4500.004
138,1.131355,1.13135,0.2514105,21.59995,2.400019,28.80001,4.799995,14.40006,80.00037,80.00031,39.99776,225.0011,225.0008,4500.003
139,1.131356,1.13135,0.2514105,21.59995,2.400019,28.80001,4.799993,14.40006,80.00034,80.00032,39.99776,225.0012,225.0008,4500.004
140,1.131356,1.13135,0.2514105,21.59995,2.400019,28.80002,4.799991,14.40006,80.00032,80.00031,39.99775,225.0012,225.0007,4500.004
141,1.131357,1.13135,0.2514105,21.59995,2.40002,28.80002,4.79999,14.40006,80.00031,80.00031,39.99773,225.0013,225.0007,4500.005
142,1.131358,1.13135,0.2514105,21.59995,2.40002,28.80002,4.799989,14.40005,80.00031,80.00031,39.99773,225.0013,225.0006,4500.005
143,1.131358,1.13135,0.2514106,21.59995,2.400021,28.80002,4.799987,14.40005,80.00031,80.0003,39.99773,225.0013,225.0006,4500.004
144,1.131359,1.13135,0.2514106,21.59995,2.400021,28.80001,4.799986,14.40005,80.00031,80.00029,39.99772,225.0014,225.0005,4500.003
145,1.131359,1.13135,0.2514107,21.59995,2.400022,28.8,4.799985,14.40004,80.0003,80.00028,39.99772,225.0013,225.0005,4500.003
146,1.13136,1.131351,0.2514108,21.59995,2.400023,28.8,4.799984,14.40004,80.0003,80.00027,39.99771,225.0013,225.0005,4500.002
147,1.131361,1.131351,0.2514108,21.59995,2.400023,28.79998,4.799984,14.40004,80.00029,80.00025,39.99771,225.0012,225.0005,4500
148,1.131361,1.131351,0.2514108,21.59995,2.400023,28.79997,4.799984,14.40004,80.0003,80.00024,39.9977,225.0011,225.0006,4500
149,1.131362,1.131351,0.2514108,21.59995,2.400024,28.79996,4.799985,14.40004,80.00031,80.00024,39.99769,225.001,225.0006,4500
150,1.131362,1.131352,0.2514109,21.59995,2.400025,28.79994,4.799986,14.40004,80.00032,80.00023,39.99768,225.0009,225.0007,4500
151,1.131363,1.131352,0.2514109,21.59994,2.400026,28.79993,4.799986,14.40005,80.00032,80.00021,39.99767,225.0008,225.0008,4500
152,1.131363,1.131353,0.251411,21.59994,2.400027,28.79992,4.799988,14.40005,80.00034,80.00021,39.99766,225.0007,225.0008,4500
153,1.131364,1.131353,0.251411,21.59994,2.400027,28.79992,4.79999,14.40005,80.00034,80.0002,39.99767,225.0007,225.0009,4499.999
154,1.131365,1.131354,0.251411,21.59994,2.400028,28.79991,4.799993,14.40005,80.00034,80.0002,39.99767,225.0006,225.001,4499.999
155,1.131365,1.131355,0.251411,21.59994,2.400029,28.7999,4.799995,14.40006,80.00036,80.00018,39.99767,225.0005,225.0011,4499.999
156,1.131365,1.131355,0.251411,21.59994,2.40003,28.7999,4.799995,14.40006,80.00037,80.00018,39.99767,225.0005,225.0011,4499.999
157,1.131366,1.131356,0.251411,21.59994,2.400031,28.7999,4.799996,14.40006,80.00037,80.00017,39.99767,225.0005,225.0011,4499.999
158,1.131366,1.131356,0.251411,21.59994,2.400031,28.79991,4.799997,14.40006,80.00037,80.00017,39.99767,225.0006,225.0011,4499.998
159,1.131367,1.131356,0.251411,21.59994,2.400031,28.79992,4.799998,14.40006,80.00035,80.00016,39.99766,225.0006,225.0011,4499.998
160,1.131367,1.131357,0.251411,21.59994,2.400031,28.79993,4.799998,14.40007,80.00034,80.00015,39.99766,225.0006,225.0011,4499.999
161,1.131367,1.131357,0.251411,21.59994,2.400031,28.79994,4.799998,14.40007,80.00032,80.00014,39.99766,225.0008,225.0011,4499.999
162,1.131368,1.131357,0.251411,21.59994,2.400032,28.79995,4.799999,14.40007,80.00031,80.00014,39.99766,225.0008,225.0012,4500
163,1.131368,1.131357,0.251411,21.59994,2.400032,28.79996,4.799998,14.40006,80.00031,80.00013,39.99766,225.0009,225.0012,4500
164,1.131369,1.131358,0.251411,21.59994,2.400032,28.79997,4.799998,14.40006,80.00029,80.00013,39.99766,225.001,225.0011,4500.001
165,1.131369,1.131358,0.251411,21.59994,2.400032,28.79999,4.799998,14.40006,80.00027,80.00011,39.99766,225.0011,225.0011,4500.002
166,1.13137,1.131358,0.251411,21.59994,2.400033,28.79999,4.799997,14.40006,80.00026,80.00011,39.99765,225.0011,225.0011,4500.002
167,1.13137,1.131358,0.2514111,21.59994,2.400033,28.79999,4.799996,14.40006,80.00023,80.0001,39.99765,225.0012,225.001,4500.003
168,1.131371,1.131358,0.2514111,21.59994,2.400033,28.8,4.799994,14.40006,80.00022,80.00009,39.99765,225.0013,225.0009,4500.002
169,1.131372,1.131358,0.2514111,21.59994,2.400033,28.8,4.799992,14.40006,80.0002,80.00008,39.99764,225.0013,225.0009,4500.002
170,1.131372,1.131358,0.2514111,21.59994,2.400033,28.8,4.799991,14.40006,80.00018,80.00008,39.99763,225.0013,225.0008,4500.003
171,1.131373,1.131358,0.2514112,21.59993,2.400033,28.8,4.79999,14.40006,80.00018,80.00008,39.99762,225.0013,225.0008,4500.003
172,1.131373,1.131359,0.2514112,21.59993,2.400034,28.8,4.799989,14.40005,80.00017,80.00006,39.99762,225.0013,225.0008,4500.002
