"<HEADER software/>"
EwEVersion,"6.7.0.19005 (compiled 6/26/1943)"
Date,"11/20/2024 9:43:49 AM"
"<HEADER ecopath/>"
ModelName,"OSW high res model"
ModelSource,"C:\Users\holden.harris\Documents\Research\R03 OSW\NCEAS GEI-Wind\EwEE Strawman Model\OSW strawman.eweaccdb"
"<HEADER ecosim/>"
EcosimScenario,"sim01_test run"
TimeSeries,-
StartYear,2020
"<HEADER ecospace/>"
EcospaceScenario,sp04_+SIW+ecoengineer
MapRows,60
MapCols,60
MapCellLength,0.5
MapCellSize,500
MapLatitude,0
MapLongitude,0
NoActiveCells,3600
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT,"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
ExternalDataConfigFile,"C:\Users\holden.harris\Documents\Research\R03 OSW\NCEAS GEI-Wind\EwEE Strawman Model\OSW strawman STconfig.xml"
"Layer 1 SIW","SIW grid"
"Layer 1 Biofouling complexity","Epifauna Complexity"
"<HEADER extra/>"
Data,"Average regional consumption by pred, prey (t/km^2)"
Area,"Region 1"
Number_of_cells,56
"<HEADER end/>"

TimeStep,"big fish|medium fish","big fish|small fish","big fish|mobile inverts","medium fish|mobile inverts","medium fish|sessile epifauna","small fish|zooplankton","small fish|phytoplankton","small fish|macrolagae","mobile inverts|sessile epifauna","mobile inverts|macrolagae","mobile inverts|detritus","sessile epifauna|zooplankton","sessile epifauna|phytoplankton",zooplankton|phytoplankton
17,0.9342448,0.9999433,0.1915792,23.10109,2.210619,35.84722,6.056071,14.7319,81.36945,87.52864,49.6013,214.5995,213.0578,4514.987
18,0.9357568,1.000988,0.1917904,23.10881,2.20984,35.84575,6.055002,14.72979,81.34534,87.54852,49.60433,214.6033,213.0124,4515.128
19,0.9376522,1.001826,0.1919549,23.11644,2.209407,35.84397,6.053718,14.72755,81.32169,87.56451,49.60366,214.6117,212.9696,4515.259
20,0.9398543,1.002484,0.1920785,23.12358,2.209289,35.84193,6.052239,14.72519,81.29857,87.57642,49.59925,214.6242,212.9299,4515.379
21,0.9423133,1.002963,0.1921599,23.12999,2.209469,35.83971,6.050593,14.72276,81.27604,87.58421,49.59111,214.6405,212.8932,4515.485
22,0.9449741,1.003243,0.1921927,23.13552,2.209933,35.83735,6.048804,14.72027,81.25415,87.58778,49.57928,214.66,212.86,4515.578
23,0.9478269,1.003351,0.1921823,23.14006,2.210666,35.83492,6.046898,14.71777,81.23303,87.58716,49.56382,214.6825,212.8301,4515.656
24,0.950843,1.003295,0.1921287,23.14348,2.211652,35.83246,6.044905,14.71526,81.21272,87.58236,49.54486,214.7072,212.804,4515.72
25,0.9539051,1.00308,0.1920322,23.14544,2.21284,35.83002,6.042852,14.7128,81.1933,87.57347,49.52252,214.734,212.7816,4515.769
26,0.9570389,1.002716,0.1918943,23.14602,2.214229,35.82764,6.040768,14.7104,81.17488,87.56062,49.49701,214.7622,212.7632,4515.803
27,0.9600789,1.002213,0.1917166,23.14429,2.215751,35.82537,6.03868,14.70809,81.15754,87.54395,49.46854,214.7917,212.7488,4515.822
28,0.9631564,1.001596,0.1915038,23.14104,2.21744,35.82324,6.036615,14.7059,81.14143,87.52381,49.43746,214.8219,212.7386,4515.825
29,0.9660939,1.000876,0.1912585,23.1361,2.219239,35.82127,6.0346,14.70386,81.12664,87.50053,49.40409,214.8526,212.7325,4515.815
30,0.9690803,1.000066,0.1909844,23.13008,2.221188,35.81948,6.032659,14.70197,81.1133,87.47443,49.36884,214.8833,212.7305,4515.791
31,0.9720812,0.999174,0.1906839,23.12308,2.223262,35.81791,6.030814,14.70026,81.10142,87.44585,49.33199,214.9138,212.7327,4515.753
32,0.975023,0.9982079,0.1903594,23.11502,2.225426,35.81654,6.029086,14.69876,81.09102,87.41509,49.29391,214.9437,212.7389,4515.703
33,0.977829,0.9971756,0.1900138,23.10588,2.227648,35.81541,6.027495,14.69746,81.0821,87.38251,49.25492,214.9727,212.7489,4515.641
34,0.980429,0.9960918,0.1896506,23.09567,2.229891,35.81451,6.026059,14.69638,81.07468,87.34843,49.21536,215.0006,212.7627,4515.567
35,0.9830276,0.994976,0.1892741,23.08501,2.232193,35.81385,6.024791,14.69553,81.06871,87.31322,49.17559,215.027,212.78,4515.485
36,0.985599,0.9938321,0.1888865,23.07399,2.234535,35.81343,6.023705,14.69491,81.06414,87.27718,49.13589,215.0518,212.8006,4515.394
37,0.9881197,0.992664,0.1884903,23.06269,2.2369,35.81326,6.02281,14.69453,81.06087,87.24062,49.09655,215.0749,212.8243,4515.295
38,0.9905653,0.991477,0.1880876,23.0512,2.239267,35.81332,6.022114,14.69439,81.05885,87.20383,49.05786,215.0959,212.8507,4515.19
39,0.9929062,0.9902753,0.187681,23.03959,2.241616,35.81362,6.021626,14.69449,81.05797,87.1671,49.02011,215.1148,212.8796,4515.081
40,0.9951221,0.9890629,0.1872725,23.02793,2.243929,35.81416,6.021346,14.69482,81.05812,87.1307,48.98353,215.1314,212.9106,4514.968
41,0.9971965,0.9878453,0.1868648,23.01635,2.246191,35.81492,6.021275,14.69538,81.05926,87.09493,48.94837,215.1458,212.9436,4514.853
42,0.9991083,0.9866282,0.1864601,23.00491,2.248385,35.81591,6.021415,14.69617,81.06127,87.06,48.91487,215.1578,212.978,4514.736
43,1.000841,0.9854173,0.1860609,22.99368,2.250494,35.81712,6.02176,14.69717,81.06406,87.02617,48.88321,215.1674,213.0136,4514.62
44,1.002268,0.9842187,0.1856696,22.9825,2.252472,35.81853,6.022306,14.69836,81.06753,86.99365,48.85357,215.1748,213.0501,4514.504
45,1.003373,0.9830431,0.1852891,22.97141,2.2543,35.82016,6.023046,14.69975,81.07162,86.96265,48.82612,215.1798,213.0871,4514.392
46,1.004301,0.9819015,0.1849226,22.96085,2.256011,35.82197,6.023971,14.7013,81.07626,86.9334,48.80103,215.1826,213.1244,4514.282
47,1.005042,0.9807967,0.1845715,22.9509,2.257599,35.82397,6.025068,14.70301,81.08137,86.90599,48.77841,215.1832,213.1615,4514.177
48,1.005587,0.9797301,0.1842368,22.94161,2.259054,35.82615,6.026327,14.70487,81.08685,86.88059,48.75833,215.1818,213.1982,4514.077
49,1.005934,0.9787074,0.1839203,22.93303,2.26037,35.82849,6.027733,14.70684,81.09264,86.85731,48.74085,215.1786,213.2343,4513.983
50,1.006082,0.977732,0.1836232,22.92523,2.261542,35.83099,6.029273,14.70892,81.09859,86.83624,48.72599,215.1735,213.2693,4513.896
51,1.006031,0.9768067,0.1833465,22.91821,2.262568,35.83364,6.030929,14.71107,81.10473,86.81742,48.71377,215.1669,213.3031,4513.816
52,1.005783,0.9759342,0.1830908,22.912,2.263444,35.83643,6.032684,14.7133,81.11092,86.80089,48.70414,215.1589,213.3354,4513.744
53,1.005345,0.9751173,0.182857,22.9066,2.264171,35.83935,6.034524,14.71556,81.11713,86.78664,48.69708,215.1497,213.3661,4513.68
54,1.004723,0.9743586,0.1826455,22.90202,2.264748,35.84238,6.036429,14.71784,81.12328,86.77471,48.6925,215.1394,213.3948,4513.624
55,1.003928,0.9736602,0.1824567,22.89824,2.265178,35.84551,6.038381,14.72013,81.12933,86.76501,48.69033,215.1284,213.4214,4513.577
56,1.002969,0.9730236,0.1822908,22.89525,2.265464,35.84874,6.040364,14.72241,81.13524,86.75753,48.69044,215.1167,213.4459,4513.539
57,1.001858,0.9724506,0.1821477,22.89299,2.265609,35.85205,6.04236,14.72465,81.14098,86.75218,48.69273,215.1046,213.4681,4513.509
58,1.000609,0.9719415,0.1820273,22.89142,2.265618,35.85543,6.044351,14.72684,81.1465,86.74886,48.69705,215.0923,213.488,4513.488
59,0.9992365,0.9714975,0.1819292,22.89052,2.265497,35.85886,6.04632,14.72896,81.15183,86.74752,48.70326,215.08,213.5054,4513.474
60,0.997748,0.9711131,0.1818515,22.89023,2.265254,35.86234,6.048252,14.731,81.15693,86.74804,48.71121,215.0678,213.5204,4513.469
61,0.9961599,0.9707893,0.181794,22.8905,2.264896,35.86585,6.050131,14.73296,81.16181,86.7503,48.72074,215.0559,213.5329,4513.472
62,0.994493,0.970529,0.1817572,22.89127,2.264431,35.86938,6.051945,14.7348,81.16648,86.7542,48.73169,215.0445,213.543,4513.481
63,0.9927627,0.9703316,0.1817403,22.89248,2.263866,35.87291,6.053678,14.73652,81.17091,86.75961,48.74388,215.0338,213.5507,4513.498
64,0.9909838,0.9701954,0.1817424,22.89409,2.263212,35.87644,6.055322,14.73812,81.17515,86.7664,48.75716,215.0238,213.5561,4513.52
65,0.9891683,0.9701173,0.1817623,22.89602,2.262478,35.87994,6.056863,14.73958,81.1792,86.77442,48.77136,215.0146,213.5593,4513.547
66,0.9876165,0.9700941,0.1817988,22.89916,2.261749,35.88341,6.058295,14.74091,81.18309,86.78358,48.78632,215.0063,213.5604,4513.58
67,0.9860955,0.9701026,0.1818473,22.90271,2.260979,35.88684,6.059609,14.74209,81.18675,86.79365,48.80182,214.999,213.5594,4513.617
68,0.9845708,0.9701392,0.1819064,22.90645,2.260166,35.8902,6.0608,14.74312,81.19017,86.80437,48.81765,214.9927,213.5566,4513.658
69,0.9830449,0.9702053,0.1819755,22.91024,2.259315,35.8935,6.061864,14.74401,81.19336,86.81562,48.83364,214.9875,213.552,4513.702
70,0.9815243,0.9703001,0.1820537,22.914,2.258432,35.89672,6.0628,14.74475,81.19634,86.82725,48.84964,214.9833,213.5459,4513.747
71,0.9800164,0.9704226,0.1821402,22.91766,2.257524,35.89986,6.063606,14.74536,81.19913,86.83911,48.86553,214.9801,213.5383,4513.795
72,0.9785255,0.970571,0.1822338,22.92117,2.256599,35.9029,6.064281,14.74582,81.2018,86.85114,48.8812,214.9781,213.5295,4513.843
73,0.9770529,0.9707413,0.1823332,22.92448,2.255662,35.90584,6.06483,14.74616,81.20437,86.86324,48.89658,214.9771,213.5196,4513.893
74,0.9756095,0.9709373,0.1824386,22.9276,2.254719,35.90867,6.065254,14.74637,81.20689,86.87535,48.91158,214.977,213.5089,4513.941
75,0.9742017,0.9711574,0.1825495,22.9305,2.253777,35.91138,6.065558,14.74646,81.2094,86.88741,48.92616,214.9778,213.4974,4513.99
76,0.9728354,0.9714007,0.1826652,22.9332,2.252841,35.91396,6.065748,14.74644,81.21195,86.89938,48.94027,214.9795,213.4853,4514.037
77,0.9715157,0.9716658,0.1827851,22.9357,2.251917,35.91641,6.065827,14.74632,81.21455,86.91125,48.95387,214.9819,213.4728,4514.083
78,0.9702462,0.9719511,0.1829086,22.93802,2.25101,35.91871,6.065806,14.7461,81.21725,86.92297,48.96698,214.9849,213.46,4514.126
79,0.9690312,0.9722555,0.1830351,22.94019,2.250122,35.92087,6.065689,14.74579,81.22002,86.93455,48.97955,214.9885,213.447,4514.167
80,0.967873,0.9725768,0.1831642,22.94223,2.249258,35.92286,6.065486,14.74541,81.22292,86.94596,48.9916,214.9924,213.4339,4514.206
81,0.9667742,0.9729137,0.1832952,22.94416,2.24842,35.92469,6.065205,14.74495,81.2259,86.95721,49.00314,214.9966,213.4208,4514.242
82,0.9657363,0.973264,0.1834276,22.94602,2.24761,35.92635,6.064854,14.74443,81.22898,86.96831,49.01415,215.001,213.4078,4514.274
83,0.9647604,0.9736263,0.183561,22.94783,2.246829,35.92783,6.064442,14.74386,81.23212,86.97923,49.02467,215.0053,213.3949,4514.304
84,0.963847,0.9739987,0.1836946,22.94962,2.24608,35.92914,6.063978,14.74325,81.23533,86.98999,49.03469,215.0096,213.3823,4514.331
85,0.9629965,0.9743794,0.1838282,22.9514,2.245362,35.93027,6.063472,14.74259,81.23854,87.00057,49.04425,215.0135,213.3698,4514.354
86,0.9622071,0.9747647,0.1839607,22.9532,2.244676,35.93121,6.062929,14.7419,81.24174,87.011,49.05334,215.0172,213.3577,4514.374
87,0.9614796,0.9751544,0.184092,22.95503,2.244022,35.93197,6.06236,14.74119,81.24485,87.02126,49.06199,215.0204,213.3457,4514.391
88,0.960814,0.9755474,0.1842218,22.95691,2.243399,35.93255,6.061773,14.74047,81.24786,87.03133,49.07019,215.0231,213.3342,4514.404
89,0.960209,0.9759418,0.1843495,22.95884,2.242809,35.93295,6.061174,14.73973,81.25074,87.04121,49.07798,215.0252,213.3229,4514.416
90,0.9596637,0.9763359,0.1844747,22.96082,2.242249,35.93316,6.060571,14.73899,81.2534,87.05089,49.08534,215.0266,213.3119,4514.424
91,0.9591767,0.9767278,0.184597,22.96286,2.241719,35.93321,6.05997,14.73825,81.25582,87.06036,49.0923,215.0273,213.3013,4514.431
92,0.9587466,0.977116,0.1847159,22.96496,2.241219,35.93309,6.059375,14.73751,81.25796,87.0696,49.09884,215.0272,213.2909,4514.435
93,0.9583722,0.9774989,0.1848309,22.96711,2.240749,35.93281,6.058794,14.73679,81.25977,87.07856,49.10498,215.0264,213.2809,4514.438
94,0.9580513,0.9778745,0.1849415,22.9693,2.240307,35.93237,6.05823,14.73608,81.26122,87.08727,49.11072,215.0248,213.2712,4514.439
95,0.9577827,0.978241,0.1850475,22.97152,2.239893,35.93179,6.057686,14.73539,81.26227,87.09566,49.11604,215.0224,213.2618,4514.438
96,0.9575648,0.9785971,0.1851482,22.97376,2.239508,35.93107,6.057165,14.73472,81.2629,87.10374,49.12095,215.0194,213.2526,4514.437
97,0.9573961,0.9789413,0.1852436,22.97601,2.23915,35.93023,6.05667,14.73407,81.26311,87.11149,49.12544,215.0156,213.2438,4514.436
98,0.9572751,0.979272,0.1853331,22.97824,2.238819,35.92926,6.056203,14.73345,81.26286,87.11884,49.12951,215.0113,213.2353,4514.433
99,0.9571851,0.9795879,0.1854166,22.98038,2.23851,35.9282,6.055766,14.73285,81.26215,87.1258,49.13314,215.0063,213.2271,4514.431
100,0.9571396,0.9798875,0.1854938,22.98248,2.238228,35.92704,6.055357,14.73228,81.26099,87.13234,49.13634,215.001,213.2191,4514.429
101,0.9571379,0.98017,0.1855644,22.98453,2.237974,35.9258,6.054977,14.73174,81.25938,87.13843,49.13911,214.9951,213.2115,4514.426
102,0.9571787,0.9804336,0.1856282,22.98651,2.237749,35.9245,6.054628,14.73123,81.25733,87.14404,49.14142,214.9891,213.2041,4514.425
103,0.9572604,0.9806775,0.185685,22.98842,2.237552,35.92314,6.054307,14.73074,81.25487,87.14917,49.14327,214.9828,213.1971,4514.423
104,0.9573819,0.9809006,0.1857346,22.99024,2.237384,35.92173,6.054013,14.73029,81.25199,87.15379,49.14465,214.9764,213.1904,4514.423
105,0.9575316,0.981102,0.185777,22.99192,2.23724,35.9203,6.053745,14.72986,81.24874,87.15785,49.14556,214.97,213.184,4514.423
106,0.957692,0.9812811,0.185812,22.99338,2.237114,35.91885,6.053501,14.72945,81.24514,87.16139,49.14599,214.9636,213.178,4514.424
107,0.9578909,0.9814377,0.1858399,22.99473,2.237019,35.91739,6.05328,14.72908,81.24126,87.16436,49.14596,214.9574,213.1723,4514.425
108,0.958127,0.9815714,0.1858606,22.99595,2.236955,35.91594,6.053081,14.72873,81.23711,87.16677,49.14545,214.9515,213.167,4514.427
109,0.9583984,0.981681,0.185874,22.99704,2.236923,35.91451,6.052899,14.7284,81.23273,87.16862,49.14448,214.946,213.1621,4514.431
110,0.9587033,0.9817663,0.1858801,22.99799,2.236923,35.91311,6.052734,14.7281,81.2282,87.16988,49.14302,214.9408,213.1576,4514.435
111,0.9590405,0.9818268,0.1858789,22.99879,2.236956,35.91174,6.052585,14.72782,81.2235,87.17055,49.14111,214.9361,213.1535,4514.439
112,0.9594077,0.9818621,0.1858706,22.99945,2.237021,35.91042,6.052448,14.72756,81.21871,87.17065,49.13874,214.932,213.1499,4514.444
113,0.9598033,0.9818717,0.1858552,22.99997,2.237119,35.90916,6.052323,14.72732,81.21387,87.17019,49.13593,214.9284,213.1467,4514.45
114,0.9602252,0.9818559,0.1858327,23.00033,2.23725,35.90796,6.052209,14.7271,81.20902,87.16917,49.13267,214.9255,213.1439,4514.456
115,0.9606718,0.9818147,0.1858035,23.00055,2.237413,35.90684,6.052103,14.7269,81.2042,87.16759,49.12899,214.9232,213.1416,4514.461
116,0.9611412,0.9817482,0.1857676,23.00062,2.237608,35.90579,6.052003,14.72672,81.19945,87.16547,49.1249,214.9216,213.1398,4514.467
117,0.9616311,0.981657,0.1857253,23.00055,2.237836,35.90483,6.051912,14.72656,81.1948,87.16283,49.12041,214.9207,213.1385,4514.473
118,0.9621398,0.9815416,0.1856768,23.00034,2.238094,35.90397,6.051826,14.72641,81.19028,87.15968,49.11555,214.9205,213.1377,4514.479
119,0.9626651,0.9814025,0.1856224,22.99999,2.238381,35.9032,6.051746,14.72629,81.18594,87.15607,49.11034,214.9209,213.1374,4514.484
120,0.9631974,0.9812406,0.1855623,22.9995,2.238695,35.90253,6.051673,14.72618,81.18178,87.15198,49.10479,214.922,213.1376,4514.488
121,1.844359,1.973046,0.3923676,48.96691,4.835388,53.50991,8.990552,30.05365,168.3391,167.8907,69.14838,323.3716,318.7386,4514.492
122,5.045631,4.732882,0.707645,79.28503,5.913702,78.74625,13.13676,48.93721,187.3685,258.7386,84.23331,318.1891,313.865,4497.126
123,5.63063,5.730781,0.7740965,89.66582,6.085579,88.92113,14.79736,67.23271,195.3033,352.1794,92.09409,317.3582,313.0518,4494.001
124,5.221134,5.779359,0.7514424,89.81477,6.071603,91.39417,15.1957,81.63091,197.5048,424.3496,95.84846,317.9809,313.64,4492.983
125,4.684609,5.487504,0.7068643,86.62165,6.047323,90.64247,15.06833,91.80453,198.4709,473.7617,97.47955,320.4701,316.0335,4492.53
126,4.225518,5.111082,0.6612158,82.81705,6.061852,88.6587,14.7415,98.52832,199.9221,505.2632,97.74121,324.9031,320.3201,4492.126
127,3.863487,4.7455,0.6196731,79.19842,6.122033,86.30711,14.35577,102.752,202.2643,524.0643,97.07129,331.0184,326.2541,4491.539
128,3.586229,4.424747,0.583568,75.96447,6.222961,83.95888,13.97119,105.276,205.4603,534.341,95.83313,338.4402,333.4749,4490.698
129,3.375206,4.15277,0.5526082,73.15925,6.357543,81.77157,13.61326,106.6927,209.3657,539.1608,94.3219,346.7902,341.6179,4489.608
130,3.217851,3.927788,0.5265607,70.78246,6.519003,79.80862,13.29229,107.4135,213.824,540.6644,92.74805,355.7254,350.3521,4488.309
131,3.103927,3.744489,0.5049682,68.81115,6.701152,78.0894,13.01153,107.7139,218.6849,540.2775,91.2422,364.9466,359.3894,4486.851
132,3.025314,3.596815,0.4872716,67.2072,6.898266,76.61134,12.77064,107.7729,223.8041,538.9057,89.86848,374.1986,368.4843,4485.286
133,2.974782,3.478561,0.4728338,65.92409,7.105048,75.36044,12.5674,107.7042,229.043,537.0943,88.66058,383.2685,377.4323,4483.667
134,2.946534,3.384181,0.4610396,64.91291,7.316712,74.31677,12.39861,107.5726,234.2705,535.1239,87.61725,391.9842,386.0676,4482.04
135,2.937136,3.308993,0.4513413,64.13248,7.529886,73.45818,12.26066,107.4264,239.3674,533.1844,86.72192,400.2125,394.2616,4480.449
136,2.943015,3.249,0.4432509,63.53879,7.741086,72.76134,12.14975,107.2902,244.2278,531.3458,85.95209,407.8567,401.9196,4478.928
137,2.961283,3.200199,0.436343,63.09369,7.947586,72.19506,12.06072,107.1702,248.7645,529.619,85.28385,414.8541,408.9793,4477.51
138,2.989887,3.160041,0.4302726,62.76527,8.147474,71.74156,11.99061,107.0727,252.9106,527.9881,84.69393,421.173,415.4066,4476.218
139,3.027321,3.12638,0.4247577,62.52734,8.339613,71.38411,11.93662,106.9997,256.6211,526.4258,84.16137,426.8085,421.1923,4475.067
140,3.073259,3.097405,0.4195714,62.36259,8.52423,71.10722,11.89611,106.9506,259.8714,524.9025,83.66802,431.7776,426.3481,4474.071
141,3.126647,3.071543,0.4145275,62.25256,8.70128,70.89672,11.86665,106.923,262.6557,523.39,83.19877,436.1155,430.9024,4473.233
142,3.186629,3.0475,0.4094848,62.18234,8.871092,70.74004,11.84608,106.9137,264.9855,521.8651,82.74182,439.8712,434.8966,4472.553
143,3.252541,3.02422,0.4043393,62.14013,9.034342,70.62615,11.83248,106.9198,266.8853,520.3104,82.28817,443.1026,438.381,4472.024
144,3.323845,3.000855,0.399016,62.11643,9.191529,70.54568,11.82418,106.9379,268.3781,518.7123,81.83109,445.8607,441.3983,4471.642
145,3.400057,2.976737,0.3934652,62.10374,9.344032,70.49062,11.81979,106.9653,269.5165,517.0626,81.36591,448.2242,444.0198,4471.393
146,3.480737,2.951379,0.3876597,62.09586,9.492965,70.45436,11.8181,106.9995,270.348,515.3561,80.8896,450.2612,446.307,4471.264
147,3.567105,2.924907,0.3817045,62.08778,9.639307,70.42359,11.81687,107.0331,270.9186,513.5916,80.40056,452.035,448.3167,4471.239
148,3.657987,2.896954,0.3755451,62.07541,9.783918,70.39877,11.81608,107.0676,271.2729,511.7697,79.89812,453.6035,450.1016,4471.305
149,3.752052,2.867086,0.3691376,62.05538,9.927528,70.3792,11.81556,107.1034,271.4523,509.8933,79.38245,455.0188,451.7093,4471.446
150,3.847234,2.835305,0.3624981,62.02358,10.07045,70.36375,11.81507,107.1404,271.4953,507.9668,78.85441,456.327,453.1826,4471.647
151,3.941624,2.801639,0.3556494,61.97694,10.21291,70.35111,11.81439,107.1782,271.4358,505.9964,78.31533,457.5676,454.5585,4471.892
152,4.03697,2.76616,0.3486198,61.91684,10.35576,70.34015,11.81331,107.2166,271.3041,503.9888,77.76698,458.7741,455.869,4472.167
153,4.129495,2.728988,0.3414416,61.8389,10.49846,70.32996,11.8117,107.2551,271.1253,501.951,77.21117,459.9734,457.1407,4472.458
154,4.21909,2.690502,0.3341753,61.74207,10.64087,70.31986,11.80947,107.2935,270.9212,499.8909,76.65012,461.1868,458.395,4472.752
155,4.308524,2.651556,0.3269343,61.62955,10.78362,70.30942,11.80658,107.3317,270.7103,497.8183,76.08645,462.4306,459.649,4473.039
156,4.397698,2.613946,0.3199328,61.49899,10.92575,70.29829,11.80304,107.3695,270.5072,495.7423,75.52283,463.7157,460.9153,4473.309
157,4.48592,2.576267,0.3130241,61.35539,11.0681,70.28623,11.79886,107.4069,270.3243,493.6738,74.96217,465.049,462.2029,4473.551
158,4.579434,2.542106,0.3066219,61.19837,11.2097,70.27321,11.7941,107.4438,270.1704,491.6224,74.40717,466.4334,463.5172,4473.759
159,4.673093,2.509235,0.3004837,61.03082,11.35071,70.25903,11.78882,107.4801,270.0523,489.5979,73.86053,467.8684,464.8608,4473.926
160,4.76024,2.476584,0.2944943,60.85023,11.48968,70.24377,11.7831,107.5159,269.9745,487.61,73.32491,469.3506,466.2336,4474.047
161,4.839064,2.445034,0.2887521,60.65508,11.62492,70.22762,11.77707,107.5512,269.9407,485.6696,72.80323,470.8748,467.6337,4474.118
162,4.913068,2.414739,0.2832886,60.45427,11.75737,70.21077,11.77085,107.5862,269.954,483.7886,72.29853,472.4334,469.0575,4474.137
163,4.977496,2.386143,0.2781501,60.24227,11.88347,70.19338,11.76454,107.6208,270.0154,481.9768,71.81335,474.0173,470.4995,4474.101
164,5.043316,2.360331,0.2734527,60.03393,12.00748,70.17564,11.75825,107.655,270.1257,480.2448,71.35037,475.6165,471.9536,4474.011
165,5.09933,2.335743,0.2690315,59.82415,12.1273,70.15759,11.75209,107.6888,270.2826,478.5992,70.91136,477.2193,473.4116,4473.868
166,5.14643,2.312376,0.264886,59.61739,12.24287,70.13944,11.74614,107.7221,270.4831,477.0468,70.4979,478.8139,474.8655,4473.671
