"<HEADER software/>"
EwEVersion,"6.7.0.19005 (compiled 6/26/1943)"
Date,"11/20/2024 9:43:49 AM"
"<HEADER ecopath/>"
ModelName,"OSW high res model"
ModelSource,"C:\Users\holden.harris\Documents\Research\R03 OSW\NCEAS GEI-Wind\EwEE Strawman Model\OSW strawman.eweaccdb"
"<HEADER ecosim/>"
EcosimScenario,"sim01_test run"
TimeSeries,-
StartYear,2020
"<HEADER ecospace/>"
EcospaceScenario,sp04_+SIW+ecoengineer
MapRows,60
MapCols,60
MapCellLength,0.5
MapCellSize,500
MapLatitude,0
MapLongitude,0
NoActiveCells,3600
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT,"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
ExternalDataConfigFile,"C:\Users\holden.harris\Documents\Research\R03 OSW\NCEAS GEI-Wind\EwEE Strawman Model\OSW strawman STconfig.xml"
"Layer 1 SIW","SIW grid"
"Layer 1 Biofouling complexity","Epifauna Complexity"
"<HEADER extra/>"
Data,"Average regional landings by fleet, group (t/km^2)"
Area,"Region 1"
Number_of_cells,56
"<HEADER end/>"

TimeStep,"fishery|big fish"
1,0.1189008
2,0.1188715
3,0.1188368
4,0.118797
5,0.1187522
6,0.1187037
7,0.1186504
8,0.118618
9,0.1185857
10,0.1185518
11,0.1185165
12,0.1184802
13,0.1184423
14,0.1184035
15,0.1183634
16,0.1183229
17,0.1182816
18,0.11824
19,0.1181981
20,0.1181567
21,0.1181156
22,0.1180749
23,0.1180345
24,0.1179956
25,0.1179572
26,0.1179196
27,0.1178836
28,0.1178489
29,0.1178149
30,0.1177822
31,0.1177512
32,0.1177213
33,0.1176926
34,0.117666
35,0.1176405
36,0.117617
37,0.1175947
38,0.1175746
39,0.1175561
40,0.1175391
41,0.1175236
42,0.1175101
43,0.1174977
44,0.1174869
45,0.1174777
46,0.1174698
47,0.1174628
48,0.117457
49,0.1174523
50,0.1174485
51,0.1174455
52,0.1174432
53,0.1174414
54,0.1174399
55,0.1174387
56,0.1174376
57,0.1174366
58,0.1174357
59,0.117435
60,0.1174337
61,0.1174323
62,0.1174303
63,0.1174284
64,0.1174256
65,0.1174226
66,0.1174189
67,0.1174148
68,0.1174102
69,0.1174053
70,0.1174001
71,0.1173939
72,0.1173875
73,0.1173803
74,0.1173726
75,0.1173646
76,0.1173555
77,0.1173462
78,0.1173362
79,0.1173253
80,0.1173141
81,0.1173021
82,0.1172895
83,0.1172765
84,0.1172629
85,0.1172487
86,0.1172339
87,0.1172185
88,0.1172029
89,0.1171866
90,0.1171699
91,0.1171527
92,0.117135
93,0.1171172
94,0.1170989
95,0.1170804
96,0.1170615
97,0.1170427
98,0.1170232
99,0.1170037
100,0.1169839
101,0.1169642
102,0.1169442
103,0.1169242
104,0.1169043
105,0.116884
106,0.1168641
107,0.1168442
108,0.116824
109,0.1168043
110,0.1167847
111,0.1167651
112,0.1167458
113,0.1167264
114,0.1167076
115,0.1166887
116,0.1166702
117,0.1166521
118,0.1166343
119,0.1166166
120,0.1165994
121,0.1165828
122,0.6260839
123,0.7802323
124,0.7853289
125,0.7821592
126,0.7830654
127,0.7843814
128,0.7853622
129,0.7857027
130,0.7859158
131,0.7861448
132,0.7864212
133,0.7867416
134,0.7871013
135,0.7875003
136,0.7879324
137,0.7883897
138,0.7888724
139,0.7893695
140,0.7898859
141,0.7904159
142,0.7909545
143,0.7915093
144,0.7920722
145,0.7926503
146,0.7932358
147,0.7938365
148,0.7944521
149,0.7950834
150,0.7957302
151,0.7963902
152,0.7970685
153,0.7977556
154,0.7984646
155,0.7991851
156,0.7999254
157,0.8006897
158,0.8019405
159,0.8033664
160,0.8048385
161,0.8063216
162,0.8078153
163,0.8093217
164,0.8108358
165,0.8123646
166,0.8138967
167,0.8154315
168,0.8169591
169,0.8184719
170,0.8199742
171,0.8214539
172,0.8229147
173,0.8243515
174,0.8257576
175,0.8271359
176,0.8284816
177,0.8298003
178,0.8310903
179,0.8323483
180,0.8335713
181,0.8343267
182,0.8349497
183,0.8355494
184,0.836135
185,0.836709
186,0.8372661
187,0.837809
188,0.8383344
189,0.838842
190,0.8393369
191,0.8398082
192,0.8402666
193,0.8407071
194,0.8411286
195,0.8415331
196,0.8419189
197,0.8422893
198,0.8426397
199,0.8429745
200,0.8432927
201,0.84359
202,0.8438746
203,0.8441387
204,0.8443884
205,0.8446199
206,0.8448399
207,0.8450385
208,0.8452293
209,0.8454012
210,0.8455606
211,0.8457143
212,0.8458551
213,0.8459827
214,0.8461069
215,0.8462216
216,0.8463244
217,0.846424
218,0.8465175
219,0.8466038
220,0.8466855
221,0.8467625
222,0.846837
223,0.8469077
224,0.8469772
225,0.8470424
226,0.8471049
227,0.8471684
228,0.8472265
229,0.8472851
230,0.8473442
231,0.8474035
232,0.8474617
233,0.847521
234,0.8475813
235,0.8476444
236,0.847708
237,0.8477737
238,0.847842
239,0.8479101
240,0.8479861
