"<HEADER software/>"
EwEVersion,"6.7.0.19005 (compiled 6/26/1943)"
Date,"11/20/2024 9:41:36 AM"
"<HEADER ecopath/>"
ModelName,"OSW high res model"
ModelSource,"C:\Users\holden.harris\Documents\Research\R03 OSW\NCEAS GEI-Wind\EwEE Strawman Model\OSW strawman.eweaccdb"
"<HEADER ecosim/>"
EcosimScenario,"sim01_test run"
TimeSeries,-
StartYear,2020
"<HEADER ecospace/>"
EcospaceScenario,sp03_+ecoengineer
MapRows,60
MapCols,60
MapCellLength,0.5
MapCellSize,500
MapLatitude,0
MapLongitude,0
NoActiveCells,3600
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT,"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
ExternalDataConfigFile,"C:\Users\holden.harris\Documents\Research\R03 OSW\NCEAS GEI-Wind\EwEE Strawman Model\OSW strawman STconfig.xml"
"Layer 1 Biofouling complexity","Epifauna Complexity"
"<HEADER extra/>"
Data,"Average biomass by group (t/km^2)"
Area,"Total area (km^2)"
Number_of_cells,3600
"<HEADER end/>"

TimeStep,"big fish","medium fish","small fish","mobile inverts","sessile epifauna",zooplankton,phytoplankton,macrolagae,detritus
181,0.5107528,2.619262,4.620288,10.54071,46.54422,75.25968,60.74606,255.7719,381.075
182,0.5107267,2.619097,4.620258,10.54108,46.54393,75.25994,60.74598,255.7711,381.0747
183,0.5106994,2.618952,4.620224,10.54143,46.5436,75.26019,60.74593,255.7702,381.0744
184,0.5106722,2.61884,4.620191,10.54179,46.54326,75.26031,60.74584,255.7694,381.0739
185,0.5106447,2.618746,4.62015,10.54214,46.54296,75.2605,60.74575,255.7685,381.0733
186,0.5106175,2.618675,4.620107,10.54246,46.5426,75.26073,60.74563,255.7677,381.0729
187,0.5105897,2.618628,4.620063,10.5428,46.54226,75.26093,60.74548,255.7668,381.0724
188,0.510563,2.618613,4.620017,10.54311,46.54192,75.26108,60.74539,255.7661,381.0717
189,0.5105355,2.618616,4.619972,10.54341,46.54156,75.26124,60.74527,255.7653,381.0707
190,0.5105057,2.618644,4.619923,10.54369,46.5412,75.26144,60.74511,255.7643,381.0702
191,0.510478,2.618694,4.619877,10.54396,46.54089,75.26163,60.74498,255.7634,381.0695
192,0.5104496,2.618757,4.619828,10.54422,46.54054,75.26183,60.74483,255.7623,381.0682
193,0.5104212,2.618842,4.619778,10.54443,46.54018,75.26191,60.74471,255.7613,381.0675
194,0.5103927,2.618949,4.619732,10.54464,46.53979,75.26207,60.7445,255.7605,381.0667
195,0.5103639,2.619075,4.619681,10.54483,46.53943,75.26225,60.74434,255.7597,381.0657
196,0.5103356,2.619219,4.619634,10.54504,46.53907,75.26235,60.74417,255.7588,381.0651
197,0.5103073,2.619382,4.619588,10.5452,46.53874,75.26252,60.74401,255.7579,381.0642
198,0.510278,2.619556,4.619538,10.54533,46.53836,75.26267,60.74387,255.7572,381.0632
199,0.5102487,2.619748,4.619493,10.54548,46.53802,75.26277,60.74368,255.756,381.0624
200,0.5102198,2.619956,4.61945,10.54559,46.53768,75.26284,60.74359,255.7552,381.0614
201,0.5101918,2.620175,4.619398,10.54569,46.53736,75.26292,60.74343,255.7546,381.0607
202,0.510164,2.620409,4.619353,10.54576,46.53702,75.26305,60.74326,255.754,381.0596
203,0.5101349,2.620654,4.619311,10.5458,46.53673,75.26311,60.74313,255.7532,381.0587
204,0.5101065,2.620913,4.619269,10.54582,46.53638,75.26318,60.74298,255.7524,381.0579
205,0.5100792,2.621176,4.619228,10.54583,46.53608,75.26318,60.74286,255.7519,381.0574
206,0.5100504,2.621447,4.619189,10.54582,46.5358,75.26323,60.74271,255.7514,381.0567
207,0.5100227,2.621726,4.61915,10.54579,46.53553,75.26325,60.74257,255.751,381.0559
208,0.5099948,2.62201,4.619114,10.54571,46.53522,75.26325,60.74246,255.7505,381.0552
209,0.5099677,2.622303,4.619082,10.54565,46.53494,75.26329,60.74232,255.7499,381.0545
210,0.50994,2.622598,4.619051,10.54556,46.53465,75.26332,60.74219,255.7493,381.0537
211,0.5099131,2.622896,4.619023,10.54545,46.53442,75.26328,60.74208,255.749,381.0531
212,0.5098858,2.623198,4.618997,10.54533,46.53424,75.26323,60.74196,255.7487,381.0526
213,0.5098594,2.623497,4.618971,10.54518,46.53402,75.26319,60.74186,255.7482,381.052
214,0.509833,2.623802,4.618951,10.54502,46.53386,75.26317,60.74176,255.7479,381.0515
215,0.5098065,2.624095,4.618932,10.54486,46.53376,75.26315,60.74166,255.7477,381.0511
216,0.50978,2.624397,4.618914,10.54466,46.53364,75.26307,60.74155,255.7475,381.0504
217,0.5097544,2.624687,4.6189,10.54447,46.53358,75.26302,60.74144,255.7473,381.0499
218,0.5097301,2.624985,4.618888,10.54427,46.53353,75.26302,60.74137,255.7472,381.0494
219,0.5097051,2.625268,4.618878,10.54406,46.53347,75.26295,60.7413,255.747,381.0491
220,0.5096805,2.625545,4.618873,10.54383,46.53344,75.26291,60.74129,255.7469,381.0489
221,0.5096569,2.625823,4.618871,10.5436,46.53344,75.26286,60.74125,255.7469,381.0484
222,0.5096331,2.626086,4.618868,10.54336,46.53349,75.26274,60.74118,255.7469,381.0479
223,0.5096098,2.626341,4.618873,10.54313,46.53355,75.26264,60.74117,255.7469,381.0476
224,0.5095869,2.626593,4.618882,10.54286,46.53361,75.26255,60.74116,255.7471,381.0472
225,0.5095637,2.626831,4.618894,10.54261,46.5337,75.26247,60.74115,255.7472,381.0469
226,0.5095415,2.627064,4.618912,10.54235,46.53379,75.26235,60.74114,255.7473,381.0467
227,0.5095203,2.627282,4.618932,10.54208,46.53396,75.26228,60.74115,255.7475,381.0467
228,0.5094979,2.62749,4.618957,10.54183,46.53408,75.26218,60.74115,255.7477,381.0466
229,0.509477,2.627688,4.618981,10.54157,46.53423,75.26208,60.74116,255.7479,381.0466
230,0.5094561,2.627877,4.619008,10.5413,46.53437,75.26192,60.74117,255.7482,381.0468
231,0.5094362,2.628054,4.619041,10.54104,46.53456,75.26182,60.74118,255.7485,381.047
232,0.5094154,2.628217,4.619078,10.5408,46.53477,75.26168,60.74121,255.7489,381.0471
233,0.5093956,2.628369,4.619116,10.54055,46.535,75.26157,60.74123,255.7493,381.0473
234,0.5093764,2.628503,4.619161,10.54029,46.53521,75.26149,60.74125,255.7499,381.0474
235,0.5093579,2.628625,4.619205,10.54003,46.53545,75.2614,60.74126,255.7504,381.0476
236,0.5093389,2.628729,4.619256,10.5398,46.53572,75.26127,60.74129,255.7508,381.0478
237,0.5093208,2.628824,4.619308,10.53956,46.53598,75.26115,60.74133,255.7513,381.0481
238,0.5093023,2.628911,4.619362,10.53935,46.53624,75.26107,60.74138,255.7517,381.0482
239,0.5092843,2.628977,4.619415,10.53914,46.53653,75.26095,60.74143,255.7522,381.0486
240,0.5092671,2.629039,4.619478,10.53893,46.53681,75.26084,60.74147,255.7528,381.0491
